provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
50111,Temple Community Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50112,Santa Monica UCLA Medical Center,Santa Monica,CA,5223,Santa Monica,CA,56,Los Angeles,CA
50113,San Mateo Medical Center,San Mateo,CA,5213,San Mateo,CA,85,San Mateo County,CA
50115,Palomar Medical Center,Escondido,CA,5065,Escondido,CA,80,San Diego,CA
50116,Northridge Hosp Med Ctr,Northridge,CA,5157,Northridge,CA,56,Los Angeles,CA
50118,Doctors Hospital of Manteca,Manteca,CA,5133,Manteca,CA,91,Stockton,CA
50121,Hanford Community Medical Center,Hanford,CA,5091,Hanford,CA,43,Fresno,CA
50122,Dameron Hospital,Stockton,CA,5239,Stockton,CA,91,Stockton,CA
50124,Verdugo Hills Hospital,Glendale,CA,5084,Glendale,CA,56,Los Angeles,CA
50125,Regional Med Ctr of San Jose,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50126,Valley Presbyterian Hospital,Van Nuys,CA,5258,Van Nuys,CA,56,Los Angeles,CA
50127,Woodland Healthcare,Woodland,CA,5274,Woodland,CA,77,Sacramento,CA
50128,Tri-City Medical Center,Oceanside,CA,5162,Oceanside,CA,80,San Diego,CA
50129,St. Bernardine Medical Center,San Bernardino,CA,5203,San Bernardino,CA,79,San Bernardino,CA
50131,Novato Community Hospital,Novato,CA,5159,Novato,CA,81,San Francisco,CA
50132,San Gabriel Valley Med Ctr,San Gabriel,CA,5209,San Gabriel,CA,56,Los Angeles,CA
50133,Rideout Memorial Hospital,Marysville,CA,5137,Marysville,CA,77,Sacramento,CA
50135,Hollywood Community Hospital,Hollywood,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50136,Petaluma Valley Hospital,Petaluma,CA,5177,Petaluma,CA,89,Santa Rosa,CA
50145,Comm Hosp Monterey Peninsula,Monterey,CA,5145,Monterey,CA,78,Salinas,CA
50146,City of Hope National Med Ctr,Duarte,CA,5060,Duarte,CA,56,Los Angeles,CA
50149,California Hosp Med Ctr,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50150,Sierra Nevada Memorial Hospital,Grass Valley,CA,5087,Grass Valley,CA,77,Sacramento,CA
50152,St. Francis Memorial Hospital,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50153,O'Connor Hospital,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50158,Encino-Tarzana Regional Med Ctr,Encino,CA,5064,Encino,CA,56,Los Angeles,CA
50159,Ventura County Medical Center,Ventura,CA,5259,Ventura,CA,96,Ventura,CA
50167,San Joaquin General Hospital,French Camp,CA,5239,Stockton,CA,91,Stockton,CA
50168,St. Jude Medical Center,Fullerton,CA,5079,Fullerton,CA,23,Orange County,CA
50169,Presbyterian Intercommunity Hosp,Whittier,CA,5270,Whittier,CA,56,Los Angeles,CA
50173,Anaheim General Hospital,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50174,Santa Rosa Memorial Hospital,Santa Rosa,CA,5225,Santa Rosa,CA,89,Santa Rosa,CA
50179,Emanuel Medical Center,Turlock,CA,5252,Turlock,CA,58,Modesto,CA
50180,John Muir Medical Center,Walnut Creek,CA,5262,Walnut Creek,CA,33,Contra Costa County,CA
50188,Community Hospital of Los Gatos,Los Gatos,CA,5210,San Jose,CA,82,San Jose,CA
50189,George L. Mee Memorial Hospital,King City,CA,5106,King City,CA,78,Salinas,CA
50191,St. Mary Medical Center,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50192,Sierra-Kings District Hospital,Reedley,CA,5078,Fresno,CA,43,Fresno,CA
50193,South Coast Medical Center,Laguna Beach,CA,5234,South Laguna,CA,23,Orange County,CA
50194,Watsonville Community Hospital,Watsonville,CA,5263,Watsonville,CA,87,Santa Cruz,CA
50195,Washington Hospital,Fremont,CA,5077,Fremont,CA,65,Alameda County,CA
50196,Central Valley General Hospital,Hanford,CA,5091,Hanford,CA,43,Fresno,CA
50197,Sequoia Hospital,Redwood City,CA,5194,Redwood City,CA,85,San Mateo County,CA
50204,Lancaster Community Hospital,Lancaster,CA,5117,Lancaster,CA,56,Los Angeles,CA
50205,East Valley Hosp Med Ctr,Glendora,CA,5085,Glendora,CA,56,Los Angeles,CA
50211,Alameda Hospital,Alameda,CA,5001,Alameda,CA,65,Alameda County,CA
50219,Coast Plaza Doctors Hospital,Norwalk,CA,5158,Norwalk,CA,56,Los Angeles,CA
50222,Sharp Chula Vista Medical Center,Chula Vista,CA,5040,Chula Vista,CA,80,San Diego,CA
50224,Hoag Memorial Hosp Presbyterian,Newport Beach,CA,5155,Newport Beach,CA,23,Orange County,CA
50225,Feather River Hospital,Paradise,CA,5172,Paradise,CA,31,Chico,CA
50226,Anaheim Memorial Medical Center,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50228,San Francisco Gen Hosp Med Ctr,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50230,Garden Grove Hosp & Med Ctr,Garden Grove,CA,5081,Garden Grove,CA,23,Orange County,CA
50231,Pomona Valley Hosp Med Ctr,Pomona,CA,5183,Pomona,CA,56,Los Angeles,CA
50232,French Hospital Medical Center,San Luis Obispo,CA,5212,San Luis Obispo,CA,83,San Luis Obispo,CA
50234,Sharp Coronado Hospital,Coronado,CA,5048,Coronado,CA,80,San Diego,CA
50235,Providence St. Joseph Center,Burbank,CA,5028,Burbank,CA,56,Los Angeles,CA
50236,Simi Valley Hosp & Health Care,Simi Valley,CA,5229,Simi Valley,CA,96,Ventura,CA
50238,Methodist Hosp of Southern CA,Arcadia,CA,5007,Arcadia,CA,56,Los Angeles,CA
50239,Glendale Adventist Med Ctr,Glendale,CA,5084,Glendale,CA,56,Los Angeles,CA
50242,Dominican Hospital,Santa Cruz,CA,5221,Santa Cruz,CA,87,Santa Cruz,CA
50243,Desert Regional Medical Center,Palm Springs,CA,5168,Palm Springs,CA,69,Palm Springs/Rancho Mirage,CA
50245,Arrowhead Regional Med Ctr,Colton,CA,5121,Loma Linda,CA,79,San Bernardino,CA
50248,Natividad Medical Center,Salinas,CA,5201,Salinas,CA,78,Salinas,CA
50254,Marshall Medical Center,Placerville,CA,5182,Placerville,CA,77,Sacramento,CA
50261,Sierra View District Hospital,Porterville,CA,5185,Porterville,CA,25,Bakersfield,CA
50262,UCLA Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50264,San Leandro Hospital,San Leandro,CA,5211,San Leandro,CA,65,Alameda County,CA
50272,Redlands Community Hospital,Redlands,CA,5192,Redlands,CA,79,San Bernardino,CA
50276,Contra Costa Regional Med Ctr,Martinez,CA,5136,Martinez,CA,33,Contra Costa County,CA
50277,Pacific Hospital of Long Beach,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50278,Providence Holy Cross Med Ctr,Mission Hills,CA,5139,Mission Hills,CA,56,Los Angeles,CA
50279,Hi-Desert Medical Center,Joshua Tree,CA,5105,Joshua Tree,CA,69,Palm Springs/Rancho Mirage,CA
50280,Mercy Medical Center Redding,Redding,CA,5191,Redding,CA,73,Redding,CA
50281,Alhambra Hospital Medical Center,Alhambra,CA,5209,San Gabriel,CA,56,Los Angeles,CA
50283,ValleyCare Medical Center,Pleasanton,CA,5287,Pleasanton,CA,65,Alameda County,CA
50289,Seton Medical Center,Daly City,CA,5053,Daly City,CA,85,San Mateo County,CA
50290,St. John's Health Center,Santa Monica,CA,5223,Santa Monica,CA,56,Los Angeles,CA
50291,Sutter Medical Center,Santa Rosa,CA,5225,Santa Rosa,CA,89,Santa Rosa,CA
50292,Riverside County Reg Med Ctr,Moreno Valley,CA,5198,Riverside,CA,79,San Bernardino,CA
50295,Mercy Hospital,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50296,Hazel Hawkins Memorial Hospital,Hollister,CA,5098,Hollister,CA,82,San Jose,CA
50298,Barstow Community Hospital,Barstow,CA,5018,Barstow,CA,79,San Bernardino,CA
50300,St. Mary Medical Center,Apple Valley,CA,5006,Apple Valley,CA,79,San Bernardino,CA
50301,Ukiah Valley Medical Center,Ukiah,CA,5253,Ukiah,CA,62,Napa,CA
50305,Alta Bates Summit Med Ctr-Berkeley,Berkeley,CA,5020,Berkeley,CA,65,Alameda County,CA
50308,El Camino Hospital,Mountain View,CA,5149,Mountain View,CA,82,San Jose,CA
50309,Sutter Roseville Medical Center,Roseville,CA,5199,Roseville,CA,77,Sacramento,CA
50313,Sutter Tracy Community Hospital,Tracy,CA,5249,Tracy,CA,91,Stockton,CA
50315,Kern Medical Center,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50320,Alameda County Medical Center,Oakland,CA,5161,Oakland,CA,65,Alameda County,CA
50324,Scripps Memorial Hosp-La Jolla,La Jolla,CA,5108,La Jolla,CA,80,San Diego,CA
50327,Loma Linda University Med Ctr,Loma Linda,CA,5121,Loma Linda,CA,79,San Bernardino,CA
50329,Corona Regional Medical Center,Corona,CA,5047,Corona,CA,23,Orange County,CA
50334,Salinas Valley Mem Hlthcare Sys,Salinas,CA,5201,Salinas,CA,78,Salinas,CA
50335,Sonora Regional Medical Center,Sonora,CA,5232,Sonora,CA,58,Modesto,CA
50336,Lodi Memorial Hospital,Lodi,CA,5120,Lodi,CA,77,Sacramento,CA
50342,Pioneers Memorial Hlthcare Dist,Brawley,CA,5024,Brawley,CA,80,San Diego,CA
50348,UC Irvine Med Ctr,Orange,CA,5165,Orange,CA,23,Orange County,CA
50350,Beverly Hospital,Montebello,CA,5144,Montebello,CA,56,Los Angeles,CA
50351,Torrance Memorial Medical Center,Torrance,CA,5248,Torrance,CA,56,Los Angeles,CA
50352,Barton Health,South Lake Tahoe,CA,5235,South Lake Tahoe,CA,77,Sacramento,CA
50353,Little Company of Mary Hosp,Torrance,CA,5248,Torrance,CA,56,Los Angeles,CA
50357,Goleta Valley Cottage Hospital,Santa Barbara,CA,5219,Santa Barbara,CA,86,Santa Barbara,CA
50359,Tulare Local Health Care Dist,Tulare,CA,5251,Tulare,CA,25,Bakersfield,CA
50360,Marin General Hospital,Greenbrae,CA,5088,Greenbrae,CA,81,San Francisco,CA
50366,Mark Twain St. Joseph's Hospital,San Andreas,CA,5202,San Andreas,CA,91,Stockton,CA
50367,NorthBay Medical Center,Fairfield,CA,5068,Fairfield,CA,33,Contra Costa County,CA
50369,Citrus Valley Med Ctr-QV Campus,West Covina,CA,5265,West Covina,CA,56,Los Angeles,CA
50373,LAC-USC Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50376,LAC-Harbor-UCLA Medical Center,Torrance,CA,5248,Torrance,CA,56,Los Angeles,CA
50378,Pacifica Hospital of the Valley,Sun Valley,CA,5028,Burbank,CA,56,Los Angeles,CA
50380,Good Samaritan Hospital,San Jose,CA,5210,San Jose,CA,82,San Jose,CA
50382,Citrus Valley Med Ctr-IC Campus,Covina,CA,5050,Covina,CA,56,Los Angeles,CA
50385,Palm Drive Hospital,Sebastopol,CA,5226,Sebastopol,CA,89,Santa Rosa,CA
50390,Hemet Valley Medical Center,Hemet,CA,5097,Hemet,CA,79,San Bernardino,CA
50393,Downey Regional Medical Center,Downey,CA,5059,Downey,CA,56,Los Angeles,CA
50394,Community Memorial Hospital,Ventura,CA,5259,Ventura,CA,96,Ventura,CA
50396,Santa Barbara Cottage Hospital,Santa Barbara,CA,5219,Santa Barbara,CA,86,Santa Barbara,CA
50397,Coalinga Regional Medical Center,Coalinga,CA,5043,Coalinga,CA,43,Fresno,CA
50407,Chinese Hospital,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50414,Mercy Hospital of Folsom,Folsom,CA,5071,Folsom,CA,77,Sacramento,CA
50417,Sutter Coast Hospital,Crescent City,CA,5051,Crescent City,CA,343,Medford,OR
50423,Palo Verde Hospital,Blythe,CA,5023,Blythe,CA,12,Phoenix,AZ
50424,Scripps Green Hospital,La Jolla,CA,5108,La Jolla,CA,80,San Diego,CA
50426,West Anaheim Medical Center,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50434,Colusa Regional Medical Center,Colusa,CA,5044,Colusa,CA,77,Sacramento,CA
50435,Fallbrook Hospital,Fallbrook,CA,5070,Fallbrook,CA,80,San Diego,CA
50438,Huntington Memorial Hospital,Pasadena,CA,5174,Pasadena,CA,56,Los Angeles,CA
50441,Stanford Hospital and Clinics,Stanford,CA,5237,Stanford,CA,85,San Mateo County,CA
50444,Mercy Medical Center Merced,Merced,CA,5138,Merced,CA,58,Modesto,CA
50448,Ridgecrest Regional Hospital,Ridgecrest,CA,5197,Ridgecrest,CA,79,San Bernardino,CA
50454,UCSF Medical Center,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50455,San Joaquin Community Hospital,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50457,St. Mary's Medical Center,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50464,Doctors Medical Center,Modesto,CA,5141,Modesto,CA,58,Modesto,CA
50468,Memorial Hospital of Gardena,Gardena,CA,5082,Gardena,CA,56,Los Angeles,CA
50471,Good Samaritan Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50476,Sutter Lakeside Hospital,Lakeport,CA,5115,Lakeport,CA,62,Napa,CA
50478,Santa Ynez Valley Cottage Hosp,Solvang,CA,5230,Solvang,CA,86,Santa Barbara,CA
50481,West Hills Hosp & Med Ctr,West Hills,CA,5032,Canoga Park,CA,56,Los Angeles,CA
50485,Long Beach Memorial Med Ctr,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50488,Eden Medical Center,Castro Valley,CA,5034,Castro Valley,CA,65,Alameda County,CA
50492,Clovis Community Medical Ctr,Clovis,CA,5078,Fresno,CA,43,Fresno,CA
50496,John Muir Medical Center,Concord,CA,5045,Concord,CA,33,Contra Costa County,CA
50498,Sutter Auburn Faith Hospital,Auburn,CA,5012,Auburn,CA,77,Sacramento,CA
50502,St. Vincent Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50503,Scripps Memorial Hosp-Encinitas,Encinitas,CA,5063,Encinitas,CA,80,San Diego,CA
50506,Sierra Vista Regional Med Ctr,San Luis Obispo,CA,5212,San Luis Obispo,CA,83,San Luis Obispo,CA
50516,Mercy San Juan Medical Center,Carmichael,CA,5033,Carmichael,CA,77,Sacramento,CA
50517,Victor Valley Community Hospital,Victorville,CA,5260,Victorville,CA,79,San Bernardino,CA
50523,Sutter Delta Medical Center,Antioch,CA,5005,Antioch,CA,33,Contra Costa County,CA
50526,Huntington Beach Hospital,Huntington Beach,CA,5100,Huntington Beach,CA,23,Orange County,CA
50528,Memorial Hospital Los Banos,Los Banos,CA,5127,Los Banos,CA,58,Modesto,CA
50531,Bellflower Medical Center,Bellflower,CA,5019,Bellflower,CA,56,Los Angeles,CA
50534,John F. Kennedy Memorial Hosp,Indio,CA,5102,Indio,CA,80,San Diego,CA
50537,Sutter Davis Hospital,Davis,CA,5054,Davis,CA,77,Sacramento,CA
50549,Los Robles Hosp & Med Ctr,Thousand Oaks,CA,5247,Thousand Oaks,CA,96,Ventura,CA
50551,Los Alamitos Medical Center,Los Alamitos,CA,5125,Los Alamitos,CA,23,Orange County,CA
50552,Motion Picture & Tel Hospital,Woodland Hills,CA,5032,Canoga Park,CA,56,Los Angeles,CA
50557,Memorial Medical Center,Modesto,CA,5141,Modesto,CA,58,Modesto,CA
50567,Mission Hospital,Mission Viejo,CA,5140,Mission Viejo,CA,23,Orange County,CA
50568,Madera Community Hospital,Madera,CA,5131,Madera,CA,43,Fresno,CA
50570,Fountain Valley Regional Hosp,Fountain Valley,CA,5075,Fountain Valley,CA,23,Orange County,CA
50573,Eisenhower Medical Ctr,Rancho Mirage,CA,5189,Rancho Mirage,CA,69,Palm Springs/Rancho Mirage,CA
50575,Tri-City Regional Medical Center,Hawaiian Gardens,CA,5124,Long Beach,CA,56,Los Angeles,CA
50580,La Palma Intercommunity Hospital,La Palma,CA,5004,Anaheim,CA,23,Orange County,CA
50581,Lakewood Regional Medical Center,Lakewood,CA,5116,Lakewood,CA,56,Los Angeles,CA
50586,Chino Valley Medical Center,Chino,CA,5038,Chino,CA,79,San Bernardino,CA
50588,San Dimas Community Hospital,San Dimas,CA,5206,San Dimas,CA,56,Los Angeles,CA
50589,Placentia-Linda Hospital,Placentia,CA,5079,Fullerton,CA,23,Orange County,CA
50590,Methodist Hospital of Sacramento,Sacramento,CA,5200,Sacramento,CA,77,Sacramento,CA
50597,Foothill Presbyterian Hospital,Glendora,CA,5085,Glendora,CA,56,Los Angeles,CA
50599,UC Davis Med Ctr,Sacramento,CA,5200,Sacramento,CA,77,Sacramento,CA
50601,Encino-Tarzana Regional Med Ctr,Tarzana,CA,5244,Tarzana,CA,56,Los Angeles,CA
50603,Saddleback Memorial Med Ctr,Laguna Hills,CA,5112,Laguna Hills,CA,23,Orange County,CA
50608,Delano Regional Medical Center,Delano,CA,5056,Delano,CA,25,Bakersfield,CA
50616,St. John's Pleasant Valley Hosp,Camarillo,CA,5031,Camarillo,CA,96,Ventura,CA
50624,Henry Mayo Newhall Memorial Hosp,Valencia,CA,5256,Valencia,CA,56,Los Angeles,CA
50625,Cedars-Sinai Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50633,Twin Cities Community Hospital,Templeton,CA,5246,Templeton,CA,83,San Luis Obispo,CA
50636,Pomerado Hospital,Poway,CA,5187,Poway,CA,80,San Diego,CA
50641,East Los Angeles Doctors Hosp,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50644,Los Angeles Metro Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50660,USC-Norris Cancer Center & Hosp,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50663,Los Angeles Community Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50667,Veterans Home of California,Yountville,CA,5150,Napa,CA,62,Napa,CA
50668,Laguna Honda Hosp & Rehab Ctr,San Francisco,CA,5208,San Francisco,CA,81,San Francisco,CA
50678,Orange Coast Memorial Med Ctr,Fountain Valley,CA,5075,Fountain Valley,CA,23,Orange County,CA
50680,NorthBay VacaValley Hospital,Vacaville,CA,5255,Vacaville,CA,33,Contra Costa County,CA
50684,Menifee Valley Medical Center,Sun City,CA,5289,Sun City,CA,79,San Bernardino,CA
50688,St. Louise Regional Hospital,Gilroy,CA,5083,Gilroy,CA,82,San Jose,CA
50689,San Ramon Regional Med Ctr,San Ramon,CA,5288,San Ramon,CA,33,Contra Costa County,CA
50693,Irvine Regional Hosp & Med Ctr,Irvine,CA,5218,Santa Ana,CA,23,Orange County,CA
50694,Moreno Valley Community Hospital,Moreno Valley,CA,5198,Riverside,CA,79,San Bernardino,CA
50696,USC University Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50701,Rancho Springs Medical Center,Murrieta,CA,5271,Wildomar/Murrieta,CA,80,San Diego,CA
50704,Mission Community Hospital,Panorama City,CA,5171,Panorama City,CA,56,Los Angeles,CA
50709,Desert Valley Hospital,Victorville,CA,5260,Victorville,CA,79,San Bernardino,CA
50724,Bakersfield Heart Hospital,Bakersfield,CA,5015,Bakersfield,CA,25,Bakersfield,CA
50725,City of Angels Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50727,Community Hospital of Long Beach,Long Beach,CA,5124,Long Beach,CA,56,Los Angeles,CA
50732,Fresno Heart & Surgical Hosp,Fresno,CA,5078,Fresno,CA,43,Fresno,CA
50733,Shasta Regional Medical Center,Redding,CA,5191,Redding,CA,73,Redding,CA
50735,Whittier Hospital Medical Center,Whittier,CA,5270,Whittier,CA,56,Los Angeles,CA
50736,Monterey Park Hospital,Monterey Park,CA,5146,Monterey Park,CA,56,Los Angeles,CA
50737,Garfield Medical Center,Monterey Park,CA,5146,Monterey Park,CA,56,Los Angeles,CA
50738,Greater El Monte Comm Hospital,South El Monte,CA,5233,South El Monte,CA,56,Los Angeles,CA
50739,Centinela Hospital Med Center,Inglewood,CA,5103,Inglewood,CA,56,Los Angeles,CA
50740,Centinela Freeman Med Center,Marina Del Rey,CA,5223,Santa Monica,CA,56,Los Angeles,CA
50742,Olympia Medical Center,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50744,Western Medical Center Anaheim,Anaheim,CA,5004,Anaheim,CA,23,Orange County,CA
50745,Chapman Medical Center,Orange,CA,5165,Orange,CA,23,Orange County,CA
50746,Western Medical Center-Santa Ana,Santa Ana,CA,5218,Santa Ana,CA,23,Orange County,CA
50747,Coastal Communities Hospital,Santa Ana,CA,5075,Fountain Valley,CA,23,Orange County,CA
50752,Brotman Medical Center,Culver City,CA,5052,Culver City,CA,56,Los Angeles,CA
50753,Century City Doctors Hospital,Los Angeles,CA,5126,Los Angeles,CA,56,Los Angeles,CA
50755,Sherman Oaks Hospital,Sherman Oaks,CA,5258,Van Nuys,CA,56,Los Angeles,CA
50757,Alvarado Hospital,San Diego,CA,5205,San Diego,CA,80,San Diego,CA
50758,Montclair Hospital Medical Ctr,Montclair,CA,5183,Pomona,CA,56,Los Angeles,CA
51300,Eastern Plumas District Hospital,Portola,CA,5186,Portola,CA,280,Reno,NV
51304,John C. Fremont Healthcare,Mariposa,CA,5138,Merced,CA,58,Modesto,CA
51305,Mayers Memorial Hosp District,Fall River Mills,CA,5069,Fall River Mills,CA,73,Redding,CA
51310,Frank R. Howard Memorial Hosp,Willits,CA,5272,Willits,CA,62,Napa,CA
51311,Biggs-Gridley Memorial Hospital,Gridley,CA,5090,Gridley,CA,77,Sacramento,CA
51314,Kern Valley Healthcare District,Lake Isabella,CA,5114,Lake Isabella,CA,25,Bakersfield,CA
51315,Trinity Hospital,Weaverville,CA,5264,Weaverville,CA,73,Redding,CA
51316,Fairchild Medical Center,Yreka,CA,5277,Yreka,CA,343,Medford,OR
51317,Redbud Community Hospital,Clearlake,CA,5041,Clearlake,CA,62,Napa,CA
51318,Redwood Memorial Hospital,Fortuna,CA,5074,Fortuna,CA,73,Redding,CA
51319,Mercy Medical Center Mt. Shasta,Mount Shasta,CA,5148,Mount Shasta,CA,73,Redding,CA
51320,Banner Lassen Medical Center,Susanville,CA,5241,Susanville,CA,280,Reno,NV
51321,Healdsburg District Hospital,Healdsburg,CA,5096,Healdsburg,CA,89,Santa Rosa,CA
51323,Colorado River Medical Center,Needles,CA,5152,Needles,CA,279,Las Vegas,NV
51324,Northern Inyo Hospital,Bishop,CA,5022,Bishop,CA,280,Reno,NV
51325,Mendocino Coast Dist Hospital,Fort Bragg,CA,5073,Fort Bragg,CA,62,Napa,CA
51326,Plumas District Hospital,Quincy,CA,5188,Quincy,CA,280,Reno,NV
51327,Seneca Healthcare District,Chester,CA,5036,Chester,CA,31,Chico,CA
51328,Tahoe Forest Hospital District,Truckee,CA,5250,Truckee,CA,280,Reno,NV
60001,North Colorado Medical Center,Greeley,CO,6027,Greeley,CO,106,Greeley,CO
60003,Longmont United Hospital,Longmont,CO,6038,Longmont,CO,101,Boulder,CO
60004,Platte Valley Medical Center,Brighton,CO,6006,Brighton,CO,103,Denver,CO
60006,Montrose Memorial Hospital,Montrose,CO,6041,Montrose,CO,105,Grand Junction,CO
60008,San Luis Valley Regional Med Ctr,Alamosa,CO,6002,Alamosa,CO,102,Colorado Springs,CO
60009,Exempla Lutheran Medical Center,Wheat Ridge,CO,6053,Wheat Ridge,CO,103,Denver,CO
60010,Poudre Valley Hospital,Fort Collins,CO,6022,Fort Collins,CO,104,Fort Collins,CO
60011,Denver Health Medical Center,Denver,CO,6016,Denver,CO,103,Denver,CO
60012,St. Mary-Corwin Medical Center,Pueblo,CO,6042,Pueblo,CO,107,Pueblo,CO
60013,Mercy Regional Medical Center,Durango,CO,6017,Durango,CO,293,Albuquerque,NM
60014,Presbyterian-St. Luke's Med Ctr,Denver,CO,6016,Denver,CO,103,Denver,CO
60015,St. Anthony Central Hospital,Denver,CO,6016,Denver,CO,103,Denver,CO
60016,St. Thomas More Hospital,Canon City,CO,6009,Canon City,CO,102,Colorado Springs,CO
60018,Southwest Memorial Hospital,Cortez,CO,6012,Cortez,CO,293,Albuquerque,NM
60020,Parkview Medical Center,Pueblo,CO,6042,Pueblo,CO,107,Pueblo,CO
60022,Memorial Health System,Colorado Springs,CO,6011,Colorado Springs,CO,102,Colorado Springs,CO
60023,St. Mary's Hosp & Med Ctr,Grand Junction,CO,6026,Grand Junction,CO,105,Grand Junction,CO
60024,University of Colorado Hospital,Aurora,CO,6004,Aurora,CO,103,Denver,CO
60027,Boulder Community Hospital,Boulder,CO,6005,Boulder,CO,101,Boulder,CO
60028,Exempla St. Joseph Hospital,Denver,CO,6016,Denver,CO,103,Denver,CO
60030,McKee Medical Center,Loveland,CO,6039,Loveland,CO,106,Greeley,CO
60031,Penrose-St. Francis Health Svcs,Colorado Springs,CO,6011,Colorado Springs,CO,102,Colorado Springs,CO
60032,Rose Medical Center,Denver,CO,6016,Denver,CO,103,Denver,CO
60034,Swedish Medical Center,Englewood,CO,6016,Denver,CO,103,Denver,CO
60036,Arkansas Valley Regional Med Ctr,La Junta,CO,6035,La Junta,CO,102,Colorado Springs,CO
60044,Colorado Plains Medical Center,Fort Morgan,CO,6023,Fort Morgan,CO,106,Greeley,CO
