PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12CI2,PP12CI3,PP12CI4,PP12CI5,PP12CI6,PP12CI7,PP12CI8,PP12CI9,PP12CI10,PP12CI11,PP12CI12,PP12CI13,PP12CI14,PP12CI15,PP12CI16,PP12CI17,PP12CI18,PP12CI19,PP12CI20,PP12CI21,PP12CI22,PP12CI23,PP12CI24,PP12CI25,PP12CI26,PP12CI27,PP12CI28,PP12CI29,PP12CI30,PP12CI31,PP12CI32,PP12CI33,PP12CI34,PP12CI35,PP12CI36,PP12CI37,PP12CI38,PP12CI39,PP12CI40,PP12CI41,PP12CI42,PP12CI43,PP12CI44,PP12CI45,PP12CI46,PP12CI47,PP12CI48,PP12CI49,PP12DI2,PP12DI3,PP12DI4,PP12DI5,PP12DI6,PP12DI7,PP12DI8,PP12DI9,PP12DI10,PP12DI11,PP12DI12,PP12DI13,PP12DI14,PP12DI15,PP12DI16,PP12DI17,PP12DI18,PP12DI19,PP12DI20,PP12DI21,PP12DI22,PP12DI23,PP12DI24,PP12DI25,PP12DI26,PP12DI27,PP12DI28,PP12DI29,PP12DI30,PP12DI31,PP12DI32,PP12DI33,PP12DI34,PP12DI35,PP12DI36,PP12DI37,PP12DI38,PP12DI39,PP12DI40,PP12DI41,PP12DI42,PP12DI43,PP12DI44,PP12DI45,PP12DI46,PP12DI47,PP12DI48,PP12DI49,PP12EI2,PP12EI3,PP12EI4,PP12EI5,PP12EI6,PP12EI7,PP12EI8,PP12EI9,PP12EI10,PP12EI11,PP12EI12,PP12EI13,PP12EI14,PP12EI15,PP12EI16,PP12EI17,PP12EI18,PP12EI19,PP12EI20,PP12EI21,PP12EI22,PP12EI23,PP12EI24,PP12EI25,PP12EI26,PP12EI27,PP12EI28,PP12EI29,PP12EI30,PP12EI31,PP12EI32,PP12EI33,PP12EI34,PP12EI35,PP12EI36,PP12EI37,PP12EI38,PP12EI39,PP12EI40,PP12EI41,PP12EI42,PP12EI43,PP12EI44,PP12EI45,PP12EI46,PP12EI47,PP12EI48,PP12EI49,PP12FI2,PP12FI3,PP12FI4,PP12FI5,PP12FI6,PP12FI7,PP12FI8,PP12FI9,PP12FI10,PP12FI11,PP12FI12,PP12FI13,PP12FI14,PP12FI15,PP12FI16,PP12FI17,PP12FI18,PP12FI19,PP12FI20,PP12FI21,PP12FI22,PP12FI23,PP12FI24,PP12FI25,PP12FI26,PP12FI27,PP12FI28,PP12FI29,PP12FI30,PP12FI31,PP12FI32,PP12FI33,PP12FI34,PP12FI35,PP12FI36,PP12FI37,PP12FI38,PP12FI39,PP12FI40,PP12FI41,PP12FI42,PP12FI43,PP12FI44,PP12FI45,PP12FI46,PP12FI47,PP12FI48,PP12FI49,PP12GI2,PP12GI3,PP12GI4,PP12GI5,PP12GI6,PP12GI7,PP12GI8,PP12GI9,PP12GI10,PP12GI11,PP12GI12,PP12GI13,PP12GI14,PP12GI15,PP12GI16,PP12GI17,PP12GI18,PP12GI19,PP12GI20,PP12GI21,PP12GI22,PP12GI23,PP12GI24,PP12GI25,PP12GI26,PP12GI27,PP12GI28,PP12GI29,PP12GI30,PP12GI31,PP12GI32,PP12GI33,PP12GI34,PP12GI35,PP12GI36,PP12GI37,PP12GI38,PP12GI39,PP12GI40,PP12GI41,PP12GI42,PP12GI43,PP12GI44,PP12GI45,PP12GI46,PP12GI47,PP12GI48,PP12GI49
51153901507,VA01_GAINESVILLE,51,VA,3.88551728114,-7.76608806391,3.8838733641,-7.76412255375,34.34,29,2,2,2,1,3,0,0,2,2,0,2,2,0,4,2,2,3,0,0,0,0,0,0,26,2,4,0,1,1,0,0,1,1,0,3,6,2,1,1,1,0,1,0,0,0,0,1,948,75,96,92,55,21,9,11,17,45,43,101,90,86,62,39,17,16,12,17,27,12,4,1,1069,85,97,61,42,17,10,6,16,48,73,137,119,101,68,55,18,28,12,33,22,11,9,1,11,0,4,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,168,11,13,16,15,7,5,1,4,4,23,19,22,9,4,8,0,0,1,1,3,1,1,0,183,14,16,20,16,2,2,3,6,13,17,21,22,6,8,5,1,2,1,3,3,2,0,0,377,81,80,61,29,6,4,2,4,6,16,28,24,16,7,4,4,1,0,2,1,1,0,0,358,66,61,50,16,16,2,2,3,24,16,32,27,9,11,6,2,2,6,1,3,1,2,0
51153901508,VA02_GAINESVILLE,51,VA,3.87835625349,-7.76358029941,3.87809995269,-7.76218402047,8.54,34,3,4,1,0,1,0,1,1,1,5,1,3,3,3,6,0,0,0,0,0,1,0,0,27,2,0,3,2,1,0,0,1,0,4,3,4,3,1,0,2,0,0,0,1,0,0,0,1161,106,139,102,58,27,7,6,34,43,74,127,124,92,70,43,15,20,18,16,21,14,4,1,1193,90,101,85,47,18,13,10,24,61,113,138,128,99,72,63,16,29,16,22,27,7,5,9,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,232,14,16,23,15,8,3,2,15,23,24,25,23,17,12,1,3,1,0,2,2,1,1,1,223,13,18,15,13,5,4,2,7,21,22,32,24,16,14,6,1,4,0,3,1,0,2,0,338,73,53,52,15,10,0,4,17,10,21,28,19,14,8,5,3,2,0,2,0,1,0,1,387,55,74,58,31,10,1,5,11,13,31,24,30,18,8,4,3,3,2,2,3,1,0,0
51155210201,VA01_PULASKI,51,VA,3.70367548326,-8.08026284586,3.70455377697,-8.07745675961,102.27,10,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,17,0,1,0,0,2,1,1,0,0,0,1,1,2,2,3,0,1,2,0,0,0,0,0,34,0,6,0,1,0,0,1,1,3,7,2,5,2,0,1,0,2,1,0,1,0,1,0,43,7,4,2,0,1,0,0,0,3,4,3,3,3,1,2,1,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,1,2,0,1,0,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,16,0,2,4,0,2,0,0,1,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,137,30,23,20,10,6,2,1,4,8,5,3,6,6,4,2,1,1,0,2,1,1,1,0,125,24,19,9,8,4,2,3,6,4,4,7,7,3,4,4,0,4,1,0,4,4,1,3
51155210202,VA02_PULASKI,51,VA,3.71154340966,-8.07210039901,3.70969078303,-8.06949662295,83.08,12,0,2,1,0,1,0,0,1,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,14,1,3,2,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,1,0,0,0,23,3,0,0,0,0,1,0,1,4,3,2,0,0,2,3,3,1,0,0,0,0,0,0,27,3,1,0,1,1,1,0,0,5,3,0,1,0,0,6,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,3,1,3,1,0,0,1,3,8,4,1,1,0,0,0,0,0,0,0,0,0,0,27,5,3,5,1,2,0,0,0,4,1,3,1,0,0,2,0,0,0,0,0,0,0,0,84,17,15,7,8,5,0,2,1,2,4,3,2,4,2,4,3,2,0,1,0,1,1,0,65,14,16,4,2,3,1,0,1,0,3,6,0,2,2,5,1,1,0,1,1,2,0,0
51157950100,VA00_FLINT HILL,51,VA,3.8684627551,-7.81592582056,3.86923958259,-7.81244955111,266.23,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,13,1,0,0,2,0,1,0,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,1,17,0,0,1,2,3,0,0,0,1,0,2,1,2,1,1,0,0,1,1,0,0,0,1,22,1,1,1,0,0,0,0,0,0,2,1,1,2,0,4,1,1,1,0,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,2,2,3,1,0,0,1,0,2,1,1,1,0,2,2,0,1,0,0,1,0,0,0,17,2,2,2,2,0,0,0,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,65,13,9,13,6,2,0,0,1,4,2,0,3,3,2,2,0,1,1,1,0,1,1,0,56,5,5,6,3,2,3,0,2,1,6,3,0,2,4,5,0,2,0,1,5,0,0,1
51159040100,VA00_WARSAW,51,VA,3.8003329522,-7.6827652466,3.80329488346,-7.68388908274,194.11,31,2,2,1,1,3,0,2,1,4,0,4,1,3,1,0,0,1,1,1,2,1,0,0,16,2,2,1,1,0,0,0,0,1,0,1,2,3,0,2,0,0,0,0,1,0,0,0,18,1,3,1,0,0,0,1,2,0,2,2,3,1,0,0,0,0,0,1,0,1,0,0,13,0,1,1,0,0,0,0,0,1,1,3,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176,27,11,9,13,9,2,5,14,23,15,12,18,6,8,1,0,2,1,0,0,0,0,0,139,14,17,18,15,7,2,4,5,10,14,7,10,6,5,3,0,2,0,0,0,0,0,0,68,13,15,16,3,2,0,0,0,2,2,3,4,4,1,0,1,1,1,0,0,0,0,0,78,12,16,10,5,3,2,1,3,2,0,4,2,9,3,1,0,1,1,0,0,1,0,2
51161031102,VA02_ROANOKE,51,VA,3.72729939316,-7.97588640378,3.72702316054,-7.98329826824,105.51,44,0,1,2,1,5,2,0,0,4,0,2,3,8,4,8,1,1,0,2,0,0,0,0,29,3,1,2,2,1,0,0,1,2,2,2,2,4,3,2,0,0,0,2,0,0,0,0,102,5,11,9,9,2,3,0,6,4,6,13,10,7,4,3,0,3,2,3,1,1,0,0,136,7,12,11,11,1,0,2,8,10,6,14,13,10,6,5,4,4,2,2,6,0,2,0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,152,17,11,10,7,5,5,5,11,26,18,14,7,6,5,1,0,1,0,1,2,0,0,0,123,24,15,13,3,4,2,1,7,13,10,9,7,3,4,4,0,1,1,1,1,0,0,0,230,41,54,28,19,8,4,2,7,7,12,6,7,8,9,7,2,1,3,2,1,0,2,0,291,49,46,50,18,13,5,1,9,18,15,11,10,5,9,7,1,7,0,4,4,4,2,3
51165010300,VA00_ELKTON,51,VA,3.84476013856,-7.8624799209,3.84341347642,-7.86469331452,222.46,11,1,0,0,0,0,0,1,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,28,1,2,4,1,0,0,0,1,1,2,1,5,4,3,2,1,0,0,0,0,0,0,0,53,7,3,4,5,3,0,0,4,4,2,5,4,4,2,1,1,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,11,5,7,5,3,1,3,3,11,7,10,11,4,4,2,1,2,0,1,0,0,0,0,57,8,9,3,4,1,2,0,2,4,4,6,4,5,3,1,0,0,0,0,1,0,0,0,131,33,26,17,9,3,3,0,3,2,5,3,4,8,7,2,0,3,0,0,0,1,1,1,122,23,24,24,4,1,0,0,3,2,9,7,4,8,4,4,0,1,1,0,2,0,1,0
51165010800,VA00_TIMBERVILLE,51,VA,3.85964699012,-7.87798151233,3.86047000889,-7.87895806029,123.91,28,5,1,2,2,1,0,1,1,3,3,0,3,3,2,0,0,0,0,0,1,0,0,0,22,2,1,3,2,1,0,0,0,2,2,1,1,1,3,1,1,0,0,0,1,0,0,0,17,1,6,1,0,0,0,0,0,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,25,0,4,3,1,2,0,0,0,1,2,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163,8,18,26,10,7,2,4,4,13,15,13,12,10,10,3,2,3,0,0,2,1,0,0,124,9,14,23,12,5,1,3,2,12,6,14,7,6,6,1,0,1,0,0,1,1,0,0,107,22,15,12,3,8,0,0,2,4,6,6,11,5,1,2,1,0,1,3,3,0,1,1,96,10,16,14,7,2,2,2,5,6,3,4,6,5,1,4,1,2,0,1,2,0,1,2
51165011000,VA00_FULKS RUN,51,VA,3.86931025653,-7.89660964002,3.8683973,-7.893021,189.13,9,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
51165011500,VA00_BRIDGEWATER,51,VA,3.8408014634,-7.9102439646,3.83961198401,-7.89950095035,278.42,45,2,6,6,1,3,0,3,1,3,8,1,0,5,3,1,0,2,0,0,0,0,0,0,33,3,4,2,1,0,1,1,3,5,3,2,1,3,2,2,0,0,0,0,0,0,0,0,53,4,4,5,0,0,0,1,5,2,5,6,6,3,1,5,1,2,1,0,2,0,0,0,66,6,12,3,0,3,0,4,2,6,5,5,2,3,5,3,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,40,37,35,17,18,9,15,17,41,38,25,35,23,20,10,4,5,0,1,1,0,2,1,337,44,39,32,27,18,7,6,17,26,26,26,22,24,10,6,1,3,0,1,2,0,0,0,160,15,24,25,10,10,6,2,7,10,12,9,5,8,9,1,1,2,1,1,1,0,0,1,170,29,21,24,9,20,5,6,5,7,6,14,7,7,1,1,1,2,0,2,1,0,1,1
51167030401,VA00_LEBANON,51,VA,3.69763591992,-8.20229664209,3.69650213958,-8.20219601926,330.74,15,2,2,1,2,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,1,0,23,0,0,3,1,1,0,0,0,1,1,0,1,4,1,4,0,1,0,0,1,1,3,0,27,0,0,0,1,0,0,0,0,12,4,3,1,1,1,2,0,0,0,0,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,2,0,0,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2,1,0,1,2,0,1,0,5,3,0,2,1,0,0,0,0,0,1,0,0,0,0,14,2,3,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,44,3,6,1,0,2,0,0,4,5,3,3,2,1,5,2,0,1,1,3,2,0,0,0,62,12,7,5,2,2,0,1,3,1,1,2,3,2,5,3,1,3,3,2,0,0,1,3
51169030200,VA00_DUFFIELD,51,VA,3.66478831129,-8.28295683649,3.6673956,-8.2809155,112.42,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,20,4,2,2,1,0,1,0,0,1,2,0,2,0,1,0,1,1,0,0,1,0,1,0,20,5,2,2,1,0,0,0,1,2,0,3,0,0,0,1,0,2,0,1,0,0,0,0
51169030300,VA02_FORT BLACKMORE,51,VA,3.67951804216,-8.2634597818,3.6770323,-8.2641915,155.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
51169030400,VA01_FORT BLACKMORE,51,VA,3.67492972564,-8.25184097609,3.6749625,-8.248738,113.96,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,5,3,0,2,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,1,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,1,0,11,1,1,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,0,0,1,0,0
51169030600,VA00_GATE CITY,51,VA,3.6655139838,-8.24691341903,3.66384314181,-8.25371976532,153.98,21,0,0,4,2,2,1,1,1,0,0,2,1,2,1,2,0,0,1,1,0,0,0,0,16,0,0,2,1,1,0,0,0,0,0,1,1,5,0,0,0,0,1,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,2,5,1,4,0,2,2,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,10,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,3,2,0,1,0,0,1,1,0,2,1,2,2,0,3,1,2,1,0,1,1,45,5,4,6,2,3,1,0,3,1,0,1,3,4,1,1,0,2,2,1,2,3,0,0
51171040500,VA00_WOODSTOCK,51,VA,3.89088497271,-7.84945338509,3.89214451408,-7.84695299568,332.65,27,1,2,1,2,1,0,0,2,1,0,2,2,5,4,1,1,1,0,0,0,1,0,0,33,2,1,3,0,2,0,0,1,0,4,4,6,1,6,0,0,0,0,1,0,1,1,0,65,5,2,3,3,3,1,0,3,1,6,7,2,7,6,9,2,3,0,1,0,1,0,0,101,8,10,2,2,0,0,0,2,7,10,13,11,6,8,8,2,4,0,5,2,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,416,53,43,29,23,15,12,10,25,49,44,28,34,13,14,11,1,2,2,1,3,4,0,0,317,55,45,24,14,16,6,3,16,28,36,29,16,10,8,1,2,1,0,4,2,1,0,0,224,46,30,26,16,10,4,3,8,7,9,11,14,7,10,6,3,5,1,3,1,1,2,1,249,44,41,50,16,8,3,2,10,7,10,11,10,5,6,4,4,4,4,4,1,2,2,1
51171040700,VA00_MOUNT JACKSON,51,VA,3.87941468032,-7.8730276561,3.87751780273,-7.86967986408,127.53,15,1,1,0,1,0,0,0,0,0,1,3,0,1,0,1,0,0,0,1,3,0,0,2,15,0,1,3,1,0,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0,0,12,0,0,2,0,0,0,1,0,0,1,0,1,2,2,1,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,2,0,1,2,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,12,15,9,10,5,2,1,10,23,7,13,19,10,13,4,3,1,1,0,0,3,1,0,121,8,13,18,11,5,3,1,6,7,6,15,8,5,9,3,1,1,0,0,0,0,1,0,63,7,10,6,7,0,0,1,1,3,4,4,6,3,2,2,3,1,0,1,0,1,0,1,58,4,4,8,8,3,0,1,1,3,4,5,5,3,3,1,0,0,1,1,2,1,0,0
51171040800,VA00_NEW MARKET,51,VA,3.86797617992,-7.86751345972,3.8660495,-7.8673909,48.6,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,13,1,0,1,1,1,0,0,0,0,0,0,1,3,2,0,0,1,0,1,0,0,1,0,13,0,1,1,0,0,0,0,0,0,2,0,2,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7,5,10,5,4,2,2,3,6,10,12,10,9,0,3,0,1,0,2,0,0,1,0,77,11,9,5,5,6,2,4,4,4,8,4,3,4,2,1,0,4,0,0,0,1,0,0,50,9,8,6,5,1,0,2,2,4,3,1,4,0,0,0,0,1,2,1,1,0,0,0,35,8,3,2,1,0,0,1,2,2,4,2,0,2,2,2,0,1,1,2,0,0,0,0
51173030302,VA00_MARION,51,VA,3.68338268193,-8.15089940342,3.68191869605,-8.15456795815,395.04,15,0,0,0,3,1,0,0,0,1,0,1,1,1,1,2,0,2,1,1,0,0,0,0,23,0,0,0,2,0,0,0,1,2,0,3,0,3,2,2,1,1,0,2,1,2,1,0,29,0,2,2,0,2,0,0,1,3,3,4,1,1,3,0,0,3,0,1,1,1,0,1,48,1,7,0,3,3,0,0,2,3,2,6,2,2,2,4,3,3,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,14,13,10,11,9,2,4,10,23,20,16,7,4,5,5,0,1,0,0,0,0,0,0,122,20,24,17,1,5,2,1,6,11,11,6,5,7,2,3,0,0,0,0,0,1,0,0,127,19,17,14,8,7,1,0,6,4,8,5,5,4,6,4,2,4,1,1,8,1,1,1,155,29,21,18,5,8,2,0,6,5,10,5,7,5,4,13,1,4,2,2,4,3,1,0
51179010206,VA00_STAFFORD,51,VA,3.84529396664,-7.74404165754,3.84622454908,-7.74334722718,76.25,156,7,7,10,12,7,0,2,10,8,6,13,16,20,18,8,3,3,1,1,4,0,0,0,160,9,13,12,10,2,0,4,8,2,10,10,19,15,18,12,0,4,1,3,1,6,1,0,894,59,77,88,62,23,9,11,29,55,49,86,86,73,57,64,8,15,8,14,12,3,3,3,1440,66,101,91,65,26,14,16,34,81,100,125,171,174,135,88,34,38,14,26,15,18,5,3,45,4,5,6,3,0,1,0,0,3,7,9,1,1,1,3,1,0,0,0,0,0,0,0,72,6,4,10,3,1,1,0,3,5,4,6,5,6,4,7,2,1,0,0,3,1,0,0,1457,163,157,153,103,49,23,17,72,134,151,135,117,73,63,24,5,5,3,4,5,1,0,0,1371,152,145,136,78,37,19,16,63,125,136,140,107,90,47,37,11,15,1,2,2,10,2,0,1518,261,271,235,141,54,23,16,57,88,59,66,64,68,48,32,12,12,5,1,2,2,1,0,1717,290,254,272,163,58,25,21,56,83,108,99,99,67,53,29,10,13,3,6,3,1,2,2
51183870300,VA00_WAVERLY,51,VA,3.70186668692,-7.70532988057,3.7011768115,-7.70533870897,75.61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,2,1,1,0,0,0,0,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0,14,1,1,0,0,2,0,0,0,0,1,2,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,3,1,2,2,2,4,5,16,7,8,4,4,4,0,0,0,0,0,0,0,0,0,41,12,6,2,1,0,0,0,8,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,27,6,6,3,2,1,0,0,1,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,18,5,3,1,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0
