hcpcs_cdH – CPC (Health Care Common Procedure Code System) Code ,Format value long labelH – CPC (Health Care Common Procedure Code System) Long Label,Format value short labelH – CPC (Health Care Common Procedure Code System) Short Label,Nrecs2004# -  of records with this HCPC code in 2004,nppl_any2004# -  of people with this HCPC code in 2004,Nrecs2005 - # of records with this HCPC code in 2005,nppl_any2005 - # of people with this HCPC code in 2005,Nrecs2006 - # of records with this HCPC code in 2006,nppl_any2006 - # of people with this HCPC code in 2006,Nrecs2007 - # of records with this HCPC code in 2007,nppl_any2007 - # of people with this HCPC code in 2007,Nrecs2008 - # of records with this HCPC code in 2008,nppl_any2008 - # of people with this HCPC code in 2008,Nrecs2009 - # of records with this HCPC code in 2009,nppl_any2009 - # of people with this HCPC code in 2009,Nrecs2010 - # of records with this HCPC code in 2010,nppl_any2010 - # of people with this HCPC code in 2010,Nrecs2011 - # of records with this HCPC code in 2011,nppl_any2011 - # of people with this HCPC code in 2011,Nrecs2012 - # of records with this HCPC code in 2012,nppl_any2012 - # of people with this HCPC code in 2012,Nrecs2013 - # of records with this HCPC code in 2013,nppl_any2013 - # of people with this HCPC code in 2013,Nrecs2014 - # of records with this HCPC code in 2014,nppl_any2014 - # of people with this HCPC code in 2014
00500,ANESTHESIA FOR ALL PROCEDURES ON ESOPHAGUS,ANESTHESIA ESOPHAGUS,5000,3815,5465,4020,4870,3695,4675,3610,4500,3365,3500,2660,3800,2835,4195,3140,4030,2890,4195,3095,3785,2755
0050T,RMVL VENTR DEV XTRCORP PRQ T-SEPTAL 1/DUAL,RMVL VENTR DEV XTRCORP PRQ T-SEPTAL 1/DUAL,0,0,.,.,20,15,20,20,30,25,.,.,45,45,80,55,65,55,0,0,0,0
0051T,"IMPLANTATION OF A TOTAL REPLACEMENT HEART SYSTEM (ARTIFICIAL HEART)
WITH RECIPIENT CARDIECTOMY",IMPLTJ TOT RPLCMT HRT SYS W/RCP CARDIECTOMY,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,.,.,.,.,.,25,.
00520,"ANESTHESIA FOR CLOSED CHEST PROCEDURES; (INCLUDING BRONCHOSCOPY)
NOT OTHERWISE SPECIFIED",ANESTHESIA CLOSED CHEST W/BRONCHOSCOPY NOS,61990,41745,63295,42205,64955,43455,65830,43145,68195,43350,71390,45930,79100,50020,91920,57460,101970,63470,115360,70630,119735,72815
00522,ANESTHESIA FOR CLOSED CHEST PROCEDURES; NEEDLE BIOPSY OF PLEURA,ANESTHESIA CLOSED CHEST NEEDLE BIOPSY PLEURA,1000,635,810,560,865,625,810,590,1070,765,875,605,1020,755,1530,1030,1630,1100,1865,1190,2350,1460
00524,ANESTHESIA FOR CLOSED CHEST PROCEDURES; PNEUMOCENTESIS,ANESTHESIA CLOSED CHEST PNEUMOCENTESIS,1250,900,950,695,1135,880,960,685,935,715,1040,830,870,645,880,665,1050,760,1010,715,1290,920
00528,"ANESTHESIA FOR CLOSED CHEST PROCEDURES; MEDIASTINOSCOPY AND
DIAGNOSTIC THORACOSCOPY NOT UTILIZING 1 LUNG VENTILATION",ANES MEDIASTINOSCOPY&THORACSCOPY W/O 1 LUNG VNTJ,19905,14535,19500,14315,17945,13455,18440,13305,16735,12090,15745,11520,14575,10525,13830,10010,13490,9705,12130,8525,10600,7675
00529,"ANESTHESIA FOR CLOSED CHEST PROCEDURES; MEDIASTINOSCOPY AND
DIAGNOSTIC THORACOSCOPY UTILIZING 1 LUNG VENTILATION",ANES MEDIASTINOSCOPY&THORACOSCOPY W/1 LUNG VNTJ,4030,3035,4760,3600,5120,3820,5425,4090,5400,4045,5305,3970,5100,3800,5215,3945,5720,4350,5705,4210,5260,3900
0052T,RPLCMT/RPR THRC UNIT TOT RPLCMT HRT SYS,RPLCMT/RPR THRC UNIT TOT RPLCMT HRT SYS,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
00530,ANESTHESIA FOR PERMANENT TRANSVENOUS PACEMAKER INSERTION,ANES PERMANENT TRANSVENOUS PACEMAKER INSERTION,112300,75740,110835,75220,102070,69330,97345,66580,98705,66050,80920,55355,74075,50720,70845,48315,70125,47395,68585,46505,68445,46240
00532,ANESTHESIA FOR ACCESS TO CENTRAL VENOUS CIRCULATION,ANESTHESIA ACCESS CENTRAL VENOUS CIRCULATION,224145,139775,216655,136565,205640,131160,196375,125490,191135,122055,183330,116400,178120,113870,176030,112230,165025,105385,160790,101535,151230,95865
00534,"ANESTHESIA FOR TRANSVENOUS INSERTION OR REPLACEMENT OF PACING
CARDIOVERTER-DEFIBRILLATOR",ANES TRANSVENOUS INSJ/REPLACEMENT PACING CVDFB,40140,28360,56265,39175,48255,33265,48630,32695,48610,32480,39875,27995,26120,19155,23615,17250,20380,14830,20770,15060,20640,14660
00537,"ANESTHESIA FOR CARDIAC ELECTROPHYSIOLOGIC PROCEDURES INCLUDING
RADIOFREQUENCY ABLATION",ANES CARDIAC ELECTROPHYSIOL STDY W/RF ABLATION,26400,17795,30420,20890,31965,22210,35810,24650,45730,29765,53335,35340,74575,49830,79335,52525,91905,59620,101280,65225,107705,69730
00539,ANESTHESIA FOR TRACHEOBRONCHIAL RECONSTRUCTION,ANESTHESIA TRACHEOBRONCHIAL RECONSTRUCTION,105,85,150,110,175,140,155,135,205,170,170,150,200,170,205,150,220,155,255,200,180,130
0053T,RPLCMT/RPR IMPLTBL COMPNT TOT RPLCMT HRT EX THRC,RPLCMT/RPR IMPLTBL COMPNT TOT RPLCMT HRT EX THRC,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0
00540,"ANESTHESIA FOR THORACOTOMY PROCEDURES INVOLVING LUNGS, PLEURA,
DIAPHRAGM, AND MEDIASTINUM (INCLUDING SURGICAL THORACOSCOPY); NOT
OTHERWISE SPECIFIED",ANESTHESIA THRCM LUNG PLEURA DPHRM&MED THRSC,35960,26280,30205,22600,25825,19465,23060,17140,21435,15870,18100,13700,17725,13095,18745,13465,15920,11785,14980,10765,13690,9975
00541,"ANESTHESIA FOR THORACOTOMY PROCEDURES INVOLVING LUNGS, PLEURA,
DIAPHRAGM, AND MEDIASTINUM (INCLUDING SURGICAL THORACOSCOPY);
UTILIZING 1 LUNG VENTILATION",ANES THORACOTOMY & THORACOSCOPY W/1 LUNG VNTJ,31900,24385,39690,30140,42155,31785,43675,32515,46030,34065,46555,34145,47025,34665,46720,34180,46945,34115,46340,33105,45765,32905
00542,"ANESTHESIA FOR THORACOTOMY PROCEDURES INVOLVING LUNGS, PLEURA,
DIAPHRAGM, AND MEDIASTINUM (INCLUDING SURGICAL THORACOSCOPY);
DECORTICATION",ANES THORACOTOMY & THORACOSCOPY DECORTICATION,8680,6665,9975,7390,8720,6505,8795,6685,9665,7050,9010,6725,6725,5090,7000,5150,6615,4985,7385,5365,6435,4600
00546,"ANESTHESIA FOR THORACOTOMY PROCEDURES INVOLVING LUNGS, PLEURA,
DIAPHRAGM, AND MEDIASTINUM (INCLUDING SURGICAL THORACOSCOPY);
PULMONARY RESECTION WITH THORACOPLASTY",ANES THORACOTOMY & THORACOSCOPY PULMONARY RESCJ,595,505,515,425,310,245,285,215,235,210,230,175,225,205,175,155,135,110,95,80,95,85
00548,"ANESTHESIA FOR THORACOTOMY PROCEDURES INVOLVING LUNGS, PLEURA,
DIAPHRAGM, AND MEDIASTINUM (INCLUDING SURGICAL THORACOSCOPY);
INTRATHORACIC PROCEDURES ON THE TRACHEA AND BRONCHI",ANES THORACOTOMY &THORACSCOPY TRACHEA & BRONCHI,325,255,380,285,410,320,255,200,255,220,215,155,350,275,385,305,405,285,340,255,300,245
0054T,"COMPUTER-ASSISTED MUSCULOSKELETAL SURGICAL NAVIGATIONAL
ORTHOPEDIC PROCEDURE, WITH IMAGE-GUIDANCE BASED ON FLUOROSCOPIC
IMAGES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",CPTR-ASST MUSCSKEL NAVIGJ ORTHO FLUOR IMAGES,180,150,485,340,470,345,480,415,0,0,505,425,275,215,285,265,530,410,550,385,405,390
00550,ANESTHESIA FOR STERNAL DEBRIDEMENT,ANESTHESIA FOR STERNAL DEBRIDEMENT,7620,4405,7375,4345,7195,4150,6715,3730,6605,3760,5920,3385,5970,3505,5155,2990,5280,2970,5695,3220,4645,2775
0055T,"COMPUTER-ASSISTED MUSCULOSKELETAL SURGICAL NAVIGATIONAL
ORTHOPEDIC PROCEDURE, WITH IMAGE-GUIDANCE BASED ON CT/MRI IMAGES
(LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",CPTR-ASST MUSCSKEL NAVIGJ ORTHO CT/MRI,75,25,.,.,90,35,245,205,.,.,790,710,820,715,1010,790,735,610,1140,915,1080,935
00560,"ANESTHESIA FOR PROCEDURES ON HEART, PERICARDIAL SAC, AND GREAT
VESSELS OF CHEST; WITHOUT PUMP OXYGENATOR",ANES HRT PERICARDIAL SAC&GRT VESLS W/O PMP OXTJ,26800,19635,25035,18520,24140,17865,22500,16455,22040,16120,19820,14390,19105,13960,19570,14120,20680,14965,27905,20285,33710,24660
00561,"ANESTHESIA FOR PROCEDURES ON HEART, PERICARDIAL SAC, AND GREAT
VESSELS OF CHEST; WITH PUMP OXYGENATOR, YOUNGER THAN 1 YEAR OF AGE",ANES HRT PERICARD SAC&GREAT VSLS W/PMP OXTJ <1YR,.,.,355,255,250,195,285,195,210,150,355,250,305,215,175,105,125,90,205,150,185,145
00562,"ANESTHESIA FOR PROCEDURES ON HEART, PERICARDIAL SAC, AND GREAT
VESSELS OF CHEST; WITH PUMP OXYGENATOR, AGE 1 YEAR OR OLDER, FOR ALL
NON-CORONARY BYPASS PROCEDURES (EG, VALVE PROCEDURES) OR FOR
RE-OPERATION FOR CORONARY BYPASS MORE THAN 1 MONTH AFTER",ANES HRT PERICRD SAC&GRT VSLS W/PMP OXTJ >1MO PO,200195,157160,183415,143945,172570,135540,161135,124500,152605,116105,79790,62305,74625,58095,73345,57505,70625,55225,72275,56335,66485,51555
00563,"ANESTHESIA FOR PROCEDURES ON HEART, PERICARDIAL SAC, AND GREAT
VESSELS OF CHEST; WITH PUMP OXYGENATOR WITH HYPOTHERMIC
CIRCULATORY ARREST",ANES HRT PRCRD SAC&GREAT VSL W/PUMP OXTJ HYPTHRM,8555,6940,7970,6430,7770,6245,8800,6830,8810,6490,8050,6345,7050,5820,6885,5550,6490,5230,6145,5065,6045,4795
00566,"ANESTHESIA FOR DIRECT CORONARY ARTERY BYPASS GRAFTING; WITHOUT
PUMP OXYGENATOR",ANES DIRECT CABG W/O PUMP OXYGENATOR,28135,23685,26620,21780,23200,19145,20575,16850,20790,16370,21210,16765,18700,14655,15985,12585,14285,11285,13300,10440,11105,8735
00567,"ANESTHESIA FOR DIRECT CORONARY ARTERY BYPASS GRAFTING; WITH PUMP
OXYGENATOR",ANES DIRECT CAB GRAFTING W/ PUMP OXYGENATOR,0,0,0,0,.,.,0,0,.,.,68810,52615,68055,52430,66100,50065,63600,49025,64305,49130,62370,47950
0056T,CPTR ASSTD MUSCSKEL SURG NAVIGJ ORTHO PX W/O IMG,CPTR ASSTD MUSCSKEL SURG NAVIGJ ORTHO PX W/O IMG,3300,1845,8080,5765,15010,11235,19555,14820,40,35,.,.,0,0,0,0,0,0,0,0,0,0
00580,ANESTHESIA FOR HEART TRANSPLANT OR HEART/LUNG TRANSPLANT,ANES HEART TRANSPLANT/HEART/LUNG TRANSPLANT,1195,955,1245,925,990,860,1300,1075,1305,1040,1380,1050,1660,1300,1635,1330,1505,1245,1630,1250,1555,1305
0058T,CRYOPRESERVATION REPRODUCTIVE TISSUE OVARIAN,CRYOPRESERVATION REPRODUCTIVE TISSUE OVARIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0
0059T,CRYOPRESERVATION OOCYTES,CRYOPRESERVATION OOCYTES,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00600,"ANESTHESIA FOR PROCEDURES ON CERVICAL SPINE AND CORD; NOT
OTHERWISE SPECIFIED",ANESTHESIA CERVICAL SPINE & CORD NOS,41885,27690,40390,26805,38855,25700,38150,25050,38280,24900,32385,21475,29130,19915,25555,17475,24010,16450,22505,15160,20940,14330
00604,"ANESTHESIA FOR PROCEDURES ON CERVICAL SPINE AND CORD; PROCEDURES
WITH PATIENT IN THE SITTING POSITION",ANES CERVICAL SPINE & CORD W/PATIENT SITTING,900,700,865,625,800,605,670,475,695,505,830,590,550,390,425,315,575,380,575,405,415,285
00620,"ANESTHESIA FOR PROCEDURES ON THORACIC SPINE AND CORD; NOT
OTHERWISE SPECIFIED",ANESTHESIA THORACIC SPINE & CORD NOS,17325,12120,18045,12760,13260,9415,12630,9020,11985,8475,12960,9010,11935,8240,11725,8125,12365,8555,12180,8365,11245,7690
00622,"ANESTHESIA FOR PROCEDURES ON THORACIC SPINE AND CORD;
THORACOLUMBAR SYMPATHECTOMY",ANES THORACIC SPINE & CORD THORACOLUMBAR SYMPTH,50,45,50,45,25,20,25,20,15,15,.,.,15,15,40,30,0,0,.,.,.,.
00625,"ANESTHESIA FOR PROCEDURES ON THE THORACIC SPINE AND CORD, VIA AN
ANTERIOR TRANSTHORACIC APPROACH; NOT UTILIZING 1 LUNG VENTILATION",ANES THRC SPINE & CORD ANT APPR W/O 1 LUNG VENTJ,0,0,0,0,0,0,300,245,700,500,745,465,790,515,510,340,370,330,365,270,600,435
00626,"ANESTHESIA FOR PROCEDURES ON THE THORACIC SPINE AND CORD, VIA AN
ANTERIOR TRANSTHORACIC APPROACH; UTILIZING 1 LUNG VENTILATION",ANES THORACIC SPINE & CORD ANT APPR W/1 LNG VENT,0,0,0,0,0,0,275,200,285,210,345,250,290,215,350,260,335,260,325,235,285,220
0062T,PRQ INTRDSCL XCP ELECTROTHRM ANNULOPLASTY 1 LVL,PRQ INTRDSCL XCP ELECTROTHRM ANNULOPLASTY 1 LVL,0,0,50,35,65,65,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0
00630,ANESTHESIA FOR PROCEDURES IN LUMBAR REGION; NOT OTHERWISE SPECIFIED,ANESTHESIA LUMBAR REGION NOS,210655,134725,200265,130150,188680,122255,192350,123575,185400,119355,177470,114975,161240,106340,152210,99550,147700,97065,142855,93540,141930,92880
00632,ANESTHESIA FOR PROCEDURES IN LUMBAR REGION; LUMBAR SYMPATHECTOMY,ANESTHESIA LUMBAR REGION LUMBAR SYMPATHECTOMY,460,315,355,280,255,180,195,165,290,175,135,105,120,90,115,80,100,80,105,80,60,50
00634,ANESTHESIA LUMBAR CHEMONUCLEOLYSIS,ANESTHESIA LUMBAR CHEMONUCLEOLYSIS,30,25,65,40,.,.,.,.,0,0,.,.,0,0,.,.,.,.,0,0,0,0
00635,"ANESTHESIA FOR PROCEDURES IN LUMBAR REGION; DIAGNOSTIC OR
THERAPEUTIC LUMBAR PUNCTURE",ANES DIAGNOSTIC/THERAPEUTIC LUMBAR PUNCTURE,5420,2700,4650,2425,4290,2190,4015,2070,2995,1610,3100,1615,6315,2550,6070,2795,3720,2140,3720,2000,3955,2105
0063T,PRQ INTRDSCL ANNLPLSTY UNI/BI W/FLUOR 1+ADDL LVL,PRQ INTRDSCL ANNLPLSTY UNI/BI W/FLUOR 1+ADDL LVL,0,0,.,.,20,20,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0
00640,"ANESTHESIA FOR MANIPULATION OF THE SPINE OR FOR CLOSED PROCEDURES
ON THE CERVICAL, THORACIC OR LUMBAR SPINE",ANES MANIPULATE SPINE/CLSD CRV THORC/LUMBR SPINE,4010,2760,5985,3980,2655,1940,1290,920,1450,905,1185,625,1405,905,1320,935,1280,815,1420,960,1405,930
0064T,SPECTROSCOPY EXP GAS ALYS,SPECTROSCOPY EXP GAS ALYS,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0
0065T,OC PHOTOSCR W/I&R BI,OC PHOTOSCR W/I&R BI,0,0,30,30,60,45,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0066T,CT COLONOGRAPY SCR,CT COLONOGRAPY SCR,80,70,1065,795,1185,915,1360,990,1915,1400,1630,1225,15,15,0,0,0,0,0,0,0,0
00670,"ANESTHESIA FOR EXTENSIVE SPINE AND SPINAL CORD PROCEDURES (EG,
SPINAL INSTRUMENTATION OR VASCULAR PROCEDURES)",ANESTHESIA EXTENSIVE SPINE & SPINAL CORD,66290,47335,79430,56120,84550,59945,95985,66810,107430,73715,134935,91365,159160,107200,181825,120995,201125,132760,215400,140835,226035,147630
0067T,CT COLONOGRAPY DX,CT COLONOGRAPY DX,110,90,3480,2610,5835,4345,8315,6245,11295,8140,11695,9150,0,0,.,.,0,0,0,0,0,0
0068T,ACOUS HRT SOUND REC&CPTR ALYS W/I&R,ACOUS HRT SOUND REC&CPTR ALYS W/I&R,0,0,.,.,100,90,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0
0069T,ACOUS HRT SOUND REC&CPTR ALYS ACOUS HRT SOUND,ACOUS HRT SOUND REC&CPTR ALYS ACOUS HRT SOUND,0,0,0,0,0,0,0,0,.,.,15,15,0,0,0,0,0,0,0,0,0,0
00700,"ANESTHESIA FOR PROCEDURES ON UPPER ANTERIOR ABDOMINAL WALL; NOT
OTHERWISE SPECIFIED",ANESTHESIA UPPER ANTERIOR ABDOMINAL WALL NOS,10250,7555,11220,8025,11825,8390,11255,8070,14175,9605,14755,10175,15450,10530,17100,11470,18620,12050,18420,11970,19195,12210
00702,"ANESTHESIA FOR PROCEDURES ON UPPER ANTERIOR ABDOMINAL WALL;
PERCUTANEOUS LIVER BIOPSY",ANES UPR ANT ABDL WALL PERCUTANEOUS LIVER BX,1760,1290,970,735,815,680,1030,790,1060,750,855,665,1115,835,1175,870,1315,1035,1605,1140,1830,1275
0070T,ACOUS HRT SOUND REC&CPTR ALYS I&R ONLY,ACOUS HRT SOUND REC&CPTR ALYS I&R ONLY,0,0,60,40,125,105,0,0,.,.,15,15,0,0,0,0,0,0,0,0,0,0
0071T,FOCED US ABLTJ UTERINE LEIOMYOM W/MR GDN <200 CC,FOCED US ABLTJ UTERINE LEIOMYOM W/MR GDN <200 CC,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00730,ANESTHESIA FOR PROCEDURES ON UPPER POSTERIOR ABDOMINAL WALL,ANESTHESIA UPPER POSTERIOR ABDOMINAL WALL,6610,4430,2685,1945,2255,1565,1675,1190,1625,1100,1295,895,1330,815,1355,845,1095,765,1255,800,1165,815
0073T,"COMPENSATOR-BASED BEAM MODULATION TREATMENT DELIVERY OF INVERSE
PLANNED TREATMENT USING 3 OR MORE HIGH RESOLUTION (MILLED OR CAST)
COMPENSATOR CONVERGENT BEAM MODULATED FIELDS, PER TREATMENT
SESSION",COMPNSTR-BASED BEAM MODLJ TX DLVR INVERSE 3> FLD,0,0,14970,555,31490,1150,45255,1650,36140,1340,35615,1230,30155,1075,31195,1020,19530,655,19555,595,10510,345
00740,"ANESTHESIA FOR UPPER GASTROINTESTINAL ENDOSCOPIC PROCEDURES,
ENDOSCOPE INTRODUCED PROXIMAL TO DUODENUM",ANES UPPER GI ENDOSCOPIC PROXIMAL TO DUODENUM,631700,425720,723990,488100,823775,549395,898120,589400,977345,644330,1109355,717780,1261510,807070,1447080,911315,1634200,1014255,1736665,1060540,1804345,1082295
0074T,ONLINE E/M SVC PR ENCTR EST PT,ONLINE E/M SVC PR ENCTR EST PT,.,.,65,60,40,40,80,60,.,.,0,0,0,0,0,0,0,0,0,0,0,0
00750,"ANESTHESIA FOR HERNIA REPAIRS IN UPPER ABDOMEN; NOT OTHERWISE
SPECIFIED",ANESTHESIA HERNIA REPAIR UPPER ABDOMEN NOS,28520,21240,27670,20295,26295,19430,25270,18380,24105,17625,25610,18510,25735,18875,25395,18290,25880,18585,25350,18070,24860,17640
00752,"ANESTHESIA FOR HERNIA REPAIRS IN UPPER ABDOMEN; LUMBAR AND VENTRAL
(INCISIONAL) HERNIAS AND/OR WOUND DEHISCENCE",ANES HRNA RPR UPR ABD LMBR&VENTRAL HERNIA&DEHISC,33620,25130,38090,27680,36025,26465,33055,24340,32145,23340,45520,32815,45440,32505,47520,33715,47810,33880,48260,33690,47295,32930
00754,ANESTHESIA FOR HERNIA REPAIRS IN UPPER ABDOMEN; OMPHALOCELE,ANES HERNIA REPAIR UPPER ABDOMEN OMPHALOCELE,185,140,200,165,230,190,165,150,120,95,85,60,75,65,55,40,75,70,70,65,65,50
00756,"ANESTHESIA FOR HERNIA REPAIRS IN UPPER ABDOMEN; TRANSABDOMINAL
REPAIR OF DIAPHRAGMATIC HERNIA",ANES HRNA REPAIR UPR ABD TABDL RPR DIPHRG HRNA,500,410,460,390,415,335,325,295,415,340,360,290,430,335,415,325,455,355,555,420,500,350
0075T,"TRANSCATHETER PLACEMENT OF EXTRACRANIAL VERTEBRAL OR
INTRATHORACIC CAROTID ARTERY STENT(S), INCLUDING RADIOLOGIC
SUPERVISION AND INTERPRETATION, PERCUTANEOUS; INITIAL VESSEL",TCAT PLMT XTRC VRT CRTD STENT RS&I PRQ 1ST VSL,.,.,745,500,580,350,410,280,615,375,635,410,480,315,380,265,370,240,415,265,470,315
0076T,"TRANSCATHETER PLACEMENT OF EXTRACRANIAL VERTEBRAL OR
INTRATHORACIC CAROTID ARTERY STENT(S), INCLUDING RADIOLOGIC
SUPERVISION AND INTERPRETATION, PERCUTANEOUS; EACH ADDITIONAL
VESSEL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",TCAT PLMT XTRC VRT CRTD STENT RS&IPRQ EA VSL,0,0,40,25,.,.,0,0,30,20,20,20,0,0,15,15,.,.,0,0,15,.
00770,ANESTHESIA FOR ALL PROCEDURES ON MAJOR ABDOMINAL BLOOD VESSELS,ANESTHESIA MAJOR ABDOMINAL BLOOD VESSELS,33775,24350,29490,21615,25710,18990,25260,18175,23125,16670,20890,14970,18200,13035,15330,11120,13330,9725,12240,8880,11335,7970
0077T,IMPLTJ/SECURE CERE THERMAL PRFJ PRB TWIST DRILL,IMPLTJ/SECURE CERE THERMAL PRFJ PRB TWIST DRILL,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0078T,EVASC RPR AAA PSEUDOARYSM ABDL AORTA VISC,EVASC RPR AAA PSEUDOARYSM ABDL AORTA VISC,0,0,105,75,100,75,40,40,55,50,145,115,85,60,215,145,300,215,630,415,0,0
00790,"ANESTHESIA FOR INTRAPERITONEAL PROCEDURES IN UPPER ABDOMEN
INCLUDING LAPAROSCOPY; NOT OTHERWISE SPECIFIED",ANES INTRAPERITONEAL UPPER ABDOMEN W/LAPS NOS,527450,373900,560060,391290,560180,388350,560490,382340,557230,377555,549645,371865,536210,362655,537925,359980,530970,354140,516700,341460,499175,326860
00792,"ANESTHESIA FOR INTRAPERITONEAL PROCEDURES IN UPPER ABDOMEN
INCLUDING LAPAROSCOPY; PARTIAL HEPATECTOMY OR MANAGEMENT OF LIVER
HEMORRHAGE (EXCLUDING LIVER BIOPSY)",ANES LAPS PARTIAL HEPATECTOMY W/MGMT LIVER HEMOR,3470,2545,3595,2590,3670,2730,3730,2715,4215,3090,4140,2990,4530,3250,4520,3295,4740,3330,4690,3330,4845,3455
00794,"ANESTHESIA FOR INTRAPERITONEAL PROCEDURES IN UPPER ABDOMEN
INCLUDING LAPAROSCOPY; PANCREATECTOMY, PARTIAL OR TOTAL (EG, WHIPPLE
PROCEDURE)",ANES LAPAROSCOPIC PARTIAL/TOTAL PANCREATECTOMY,6770,4835,6430,4720,7045,5035,7215,5180,7350,5220,7330,5195,7295,5180,7895,5630,7885,5480,7935,5570,7895,5615
00796,"ANESTHESIA FOR INTRAPERITONEAL PROCEDURES IN UPPER ABDOMEN
INCLUDING LAPAROSCOPY; LIVER TRANSPLANT (RECIPIENT)",ANES IPR UPPER ABD W/LAPS LIVER TRANSPLANT,1950,1325,1860,1270,1825,1325,1605,1220,1700,1245,1640,1205,1660,1305,1570,1265,1830,1395,1870,1415,1705,1305
00797,"ANESTHESIA FOR INTRAPERITONEAL PROCEDURES IN UPPER ABDOMEN
INCLUDING LAPAROSCOPY; GASTRIC RESTRICTIVE PROCEDURE FOR MORBID
OBESITY",ANES IPR UPPER ABDOMEN LAPS GASTRIC RSTCV MO,12255,8365,14190,9695,12245,8025,18010,11540,21210,13770,24240,15605,24410,16040,25290,16415,25830,16825,30045,19675,31505,20745
0079T,PLMT VISC XTN PROSTH EVASC RPR AAA EA VISC,PLMT VISC XTN PROSTH EVASC RPR AAA EA VISC,0,0,90,25,155,70,95,45,70,25,165,95,140,60,430,135,575,215,1180,390,0,0
00800,"ANESTHESIA FOR PROCEDURES ON LOWER ANTERIOR ABDOMINAL WALL; NOT
OTHERWISE SPECIFIED",ANESTHESIA LOWER ANTERIOR ABDOMINAL WALL NOS,27550,19325,26420,18595,24625,17270,24980,16890,24505,16840,23200,16125,25360,17065,26385,17630,26660,17700,27750,17965,26820,17600
00802,"ANESTHESIA FOR PROCEDURES ON LOWER ANTERIOR ABDOMINAL WALL;
PANNICULECTOMY",ANES LOWER ANT ABDOMINAL WALL PANNICULECTOMY,1735,1185,2195,1510,2100,1425,1865,1295,2155,1400,2160,1435,2435,1635,2390,1580,3100,2050,2715,1765,2630,1805
0080T,EVASC RPR AAA PSEUDOARYSM ABDL AORTA VISC RS&I,EVASC RPR AAA PSEUDOARYSM ABDL AORTA VISC RS&I,0,0,100,80,105,75,40,40,45,40,125,110,80,65,180,125,240,195,510,385,0,0
00810,"ANESTHESIA FOR LOWER INTESTINAL ENDOSCOPIC PROCEDURES, ENDOSCOPE
INTRODUCED DISTAL TO DUODENUM",ANES LOWER INTESTINE ENDOSCOPY DISTAL DUODENUM,873255,661210,1017640,773355,1114360,839990,1224350,912435,1274330,960865,1328615,993700,1472575,1100480,1671265,1244020,1905805,1413455,2068875,1512465,2156395,1559910
0081T,PLMT VISC XTN PROSTH EVASC RPR AAA EA VISC RS&I,PLMT VISC XTN PROSTH EVASC RPR AAA EA VISC RS&I,0,0,55,25,135,65,80,45,90,35,150,90,115,60,320,120,395,190,885,350,0,0
00820,ANESTHESIA FOR PROCEDURES ON LOWER POSTERIOR ABDOMINAL WALL,ANESTHESIA LOWER POSTERIOR ABDOMINAL WALL,7085,4475,3730,2565,2150,1590,1990,1495,1895,1410,1690,1270,1835,1215,2120,1475,2045,1390,2490,1655,2240,1350
0082T,STRTCTC BDY RADJ THER TX DLVR 1+ TX AREAS PR D,STRTCTC BDY RADJ THER TX DLVR 1+ TX AREAS PR D,0,0,70,15,190,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00830,"ANESTHESIA FOR HERNIA REPAIRS IN LOWER ABDOMEN; NOT OTHERWISE
SPECIFIED",ANESTHESIA HERNIA REPAIR LOWER ABDOMEN NOS,182430,130375,177350,126950,158670,113675,155100,110305,149510,105755,144290,102445,142640,101040,143875,101310,142155,99245,138495,96470,133860,93185
00832,"ANESTHESIA FOR HERNIA REPAIRS IN LOWER ABDOMEN; VENTRAL AND
INCISIONAL HERNIAS",ANES LWR ABD VENTRAL & INCISIONAL HERNIA REPAIR,40765,30220,36560,27550,33945,25370,33105,24310,32240,23570,30365,22410,30620,22370,30795,22285,28945,21050,28500,20215,27395,19270
00834,"ANESTHESIA FOR HERNIA REPAIRS IN THE LOWER ABDOMEN NOT OTHERWISE
SPECIFIED, YOUNGER THAN 1 YEAR OF AGE",ANES HERNIA REPAIR LOWER ABDOMEN NOS & 1YR AGE,180,150,125,95,145,115,145,115,230,120,85,65,55,50,90,60,50,25,35,30,160,95
