drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d00299,metolazone,711265,177340,744185,180415,725050,176140,692125,173875,668810,171390,648370,168470,637850,168340,674720,180995
d00300,mexiletine,31285,5145,33085,5400,32990,5375,32615,5525,24670,4755,28505,5295,29950,5925,33280,6870
d00301,midazolam,35,35,25,25,,,25,15,40,25,,,,,1390,865
d00302,milrinone,755,15,405,15,,,150,20,,,,,400,20,775,45
d00303,misoprostol,98595,24760,107985,26260,108445,27065,108935,28660,109950,29535,112610,31205,112490,30835,108920,30305
d00305,mitomycin,120,60,165,70,205,120,165,60,180,105,175,85,100,60,160,90
d00306,mitoxantrone,30,15,65,20,40,20,,,70,30,70,20,70,15,0,0
d00307,moricizine,2110,305,2485,345,350,155,0,0,0,0,0,0,0,0,0,0
d00308,morphine,1356275,273005,1607375,304850,1806905,331625,1972265,337850,2101380,346140,2326195,377180,2428025,382310,2544460,396885
d00310,nabumetone,894920,264115,927040,256550,849000,228635,759805,204895,691810,187960,634970,176675,587780,167470,568110,164250
d00311,naloxone,1010,885,1015,925,935,735,800,710,760,665,1045,960,760,675,975,845
d00312,neomycin,35050,22575,40925,26490,38995,25085,35570,22020,31870,19680,29520,18875,28595,18470,27570,19570
d00313,neostigmine,1275,225,1515,255,1190,170,670,165,535,95,190,30,225,55,115,35
d00314,niacin,559970,134990,810820,160925,965710,195225,1105230,216985,1276050,245275,1305625,243740,1175285,215065,1123055,212905
d00315,nicardipine,28655,4685,28980,4265,23685,3770,20425,3185,17220,2990,13180,2365,12405,2250,14265,2605
d00316,nicotine,64255,34775,67470,35990,68800,36600,44195,24390,31565,15755,27200,13655,27120,12915,27735,12680
d00318,nimodipine,815,310,630,225,940,315,1320,445,1705,415,1960,465,1540,425,1310,420
d00321,nitroglycerin,2957075,996760,2996195,1031480,2634200,940090,2259745,877240,2103830,857045,2008495,862390,1980475,892665,1980165,934570
d00322,nizatidine,132770,26595,122120,21855,108200,18785,97865,17375,85775,15545,70460,13335,61905,11770,50035,11035
d00323,norepinephrine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d00325,omeprazole,5447090,1207390,8724770,1666935,11568340,2133810,14179185,2635320,16187275,2955155,17251035,3216345,18285835,3384555,19369060,3691795
d00328,oxybutynin,1807300,339920,2056095,360040,2141725,377785,2192845,400590,2341970,445030,2691325,516975,2807490,539965,3087420,608770
d00329,oxycodone,2220330,346085,2732775,399245,2960700,426560,2910550,437265,3467135,513550,3891485,596555,4449590,676050,5043985,778835
d00332,penbutolol,4885,795,4360,640,3470,515,2770,415,2160,345,1425,265,1360,230,1495,325
d00333,penicillamine,5110,885,5010,840,4445,840,3845,665,2980,545,2745,525,2630,485,2425,475
d00334,pentazocine,90,20,205,35,30,20,,,,,0,0,0,0,0,0
d00336,pentoxifylline,506415,95575,510010,90440,464975,82460,429960,77615,268425,60955,262040,52670,255965,51175,255290,52570
d00337,phenazopyridine,343490,245440,405835,285695,376870,267610,208705,150720,141460,103550,134785,96715,135550,96410,145155,102750
d00340,phenobarbital,3855,760,12705,2095,12280,1935,10470,1665,13190,1940,8200,1320,10015,1520,503245,54440
d00342,physostigmine,0,0,,,,,0,0,0,0,0,0,0,0,0,0
d00343,piroxicam,323745,94160,318050,87845,291005,80905,273110,76565,156545,49850,130310,39815,119410,35790,111235,35470
d00344,polymyxin b sulfate,2785,915,4270,1200,4160,1195,3770,1145,2775,1010,2950,1010,3640,1115,3900,1220
d00345,potassium chloride,11964505,2114410,13138520,2199740,13047735,2196480,12509485,2157965,12266295,2163305,12226695,2200985,12105605,2221555,12976580,2397725
d00346,povidone iodine topical,25,25,0,0,0,0,0,0,0,0,0,0,0,0,,
d00348,pravastatin,1896445,364475,2468580,436720,3159625,590010,3890710,756980,4798230,903040,5765555,1168630,7091885,1388010,8253435,1640615
d00349,praziquantel,140,120,210,160,195,135,230,205,330,230,305,260,290,265,440,345
d00350,prednisone,3962330,1358460,4518820,1517040,4685875,1605710,4687025,1641725,4936700,1780740,5615210,2156895,5803695,2213370,6464975,2524115
d00351,primaquine,75,70,150,125,215,100,285,200,290,180,200,155,80,80,155,125
d00352,primidone,427590,64815,490460,70330,511945,73535,521970,76520,541820,80440,569055,86190,589805,92175,652695,106070
d00354,procarbazine,995,380,1000,355,860,355,745,340,840,320,660,285,500,210,540,195
d00355,prochlorperazine,399710,219675,450930,245565,450660,247190,446620,241765,446300,244845,437560,239445,430490,232505,437565,237040
d00358,propafenone,230570,37635,264355,40725,267955,42350,266315,43020,262745,42785,262935,44325,265040,45965,283080,51365
d00359,propantheline,5640,1265,5685,1205,5790,1195,5280,1035,4130,865,2360,660,2500,595,2955,735
d00360,propoxyphene,121310,36265,131510,37640,125260,36095,110460,32460,89700,27920,30,25,0,0,0,0
d00361,propylthiouracil,80080,14110,87190,14275,87835,14320,84055,13800,75990,12455,66235,10865,59355,9805,57185,9490
d00362,protamine,0,0,0,0,,,,,0,0,0,0,0,0,0,0
d00363,pyridostigmine,76595,12175,88200,13220,92495,14225,94295,14990,99725,15980,104970,17510,113230,19040,129215,22495
d00364,pyrimethamine,3555,645,3720,700,3330,605,2655,505,2135,420,2175,470,2490,535,2330,485
d00365,quinapril,1488340,237800,1620795,228905,1469960,211345,1288870,193805,1154710,179550,1047590,171420,977320,166995,986035,180150
d00366,quinine,1333195,353450,180350,86760,92035,25375,50545,14940,35100,10505,20205,6655,16200,4670,17755,5245
d00367,reserpine,20165,4435,6970,1290,7500,1340,6370,1255,6390,1120,4665,880,3385,765,110,75
d00368,secobarbital,,,,,0,0,,,,,,,,,,
d00370,octreotide,7755,1585,9410,1810,9335,1690,9545,1815,10170,1965,10475,1900,13750,2420,15895,2510
d00371,sotalol,582635,91415,690925,99770,715800,106225,718295,109990,705535,111520,706575,115445,730175,122560,803100,140985
d00373,spironolactone,2328620,424875,2606880,453735,2645100,464175,2611940,472965,2657585,492015,2784780,526890,2913490,562135,3246260,642980
d00375,streptozocin,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
d00376,succinylcholine,0,0,0,0,0,0,,,0,0,,,0,0,,
d00377,sucralfate,556700,167310,642425,191475,696350,206980,760020,225575,835250,250880,904530,274960,986480,296605,1102445,332365
d00378,sufentanil,0,0,0,0,,,,,0,0,0,0,0,0,0,0
d00379,sulfasalazine,192435,38855,215125,41195,212955,41305,207220,40960,219680,44575,224545,46220,234525,49215,266000,57115
d00380,sulfinpyrazone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d00381,tamoxifen,379035,61910,368805,56115,328695,50705,299820,49205,287430,48635,272820,48225,258755,48125,277480,53040
d00384,temazepam,45730,17375,140055,30460,159200,31305,131550,27700,151220,30890,85035,17275,111630,22570,1717280,377045
d00386,terazosin,1152465,193380,1299730,204475,1271545,203375,1244865,215040,1307435,224445,1232385,214685,1179735,211980,1220275,227235
d00389,thioridazine,211685,22840,201720,20735,183920,18950,164080,17160,153935,16260,141430,14940,126640,13345,117470,12270
d00390,thiotepa,45,20,85,35,85,30,60,35,65,15,,,0,0,0,0
d00391,thiothixene,142190,17070,144780,16920,143370,16335,138115,16040,135475,15510,126365,14645,118570,13955,112390,13225
d00393,tolazamide,10295,1770,8450,1370,6340,990,4130,690,2795,485,1735,360,1155,230,910,215
d00394,tolbutamide,8370,1370,7425,1145,6050,945,4290,735,3620,620,2495,490,1860,360,1510,275
d00395,trazodone,3469255,614335,3863135,660055,4013985,684035,4205995,731395,4568325,801090,4965165,882150,5324260,951015,5961450,1084435
d00396,triamterene,12145,2535,13395,2625,12775,2520,12120,2405,11600,2395,14020,3030,12800,2745,14570,3010
d00397,triazolam,3320,1035,17850,4250,18585,3995,15095,3685,18255,4265,8610,2035,12125,2965,113890,38710
d00398,vasopressin,195,20,175,30,305,20,0,0,95,15,,,,,,
d00399,vecuronium,,,,,0,0,0,0,0,0,0,0,0,0,0,0
d00400,vinblastine,55,15,,,0,0,,,0,0,0,0,,,,
d00401,vincristine,60,25,240,55,80,40,230,75,255,60,215,65,205,60,170,55
d00405,vitamin e,75,60,0,0,0,0,0,0,0,0,0,0,0,0,135,45
d00409,riboflavin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d00412,pyridoxine,55,40,0,0,0,0,0,0,0,0,0,0,,,225,75
d00413,cyanocobalamin,14790,7420,9180,4500,10005,4130,5195,2050,7565,2970,9225,3305,13115,4655,9125,3355
d00417,bioflavonoids,1235,580,535,230,190,60,120,45,95,50,185,65,80,30,40,15
d00425,calcium carbonate,775,545,20,20,0,0,0,0,0,0,,,0,0,835,375
d00426,ascorbic acid,105,45,,,0,0,0,0,0,0,0,0,0,0,600,165
d00427,potassium phosphate-sodium phosphate,17840,4300,19175,4345,13725,4090,16560,5045,10330,2645,10140,2820,12790,3615,17000,4775
d00428,fluoride,2535,585,2740,580,2435,460,1795,375,1115,215,1275,280,870,280,505,140
d00438,sodium chloride,154600,63475,151010,60485,142570,57340,97685,38600,93580,36425,92295,35725,96970,37145,93970,36285
d00439,citric acid-potassium citrate,6305,1695,7575,1840,4865,1220,3715,1055,2360,690,1940,560,2260,740,3430,1060
d00440,sodium bicarbonate,2890,930,4665,1110,6460,1290,6825,1450,5695,1420,5380,1285,8160,1835,12550,2525
d00468,magnesium sulfate,2270,380,3195,600,2735,625,2700,675,1975,515,2590,550,2455,555,3700,635
d00469,sodium lactate,0,0,,,0,0,0,0,0,0,0,0,,,0,0
d00471,sodium acetate,200,20,335,50,40,30,,,115,25,65,15,85,20,215,30
d00475,sodium phosphate,240,60,270,70,40,25,210,35,50,30,65,25,125,35,,
d00488,lysine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d00491,levocarnitine,18855,2895,20205,2965,22215,3285,25210,3390,26695,3685,26300,3810,29480,3955,32625,4320
d00497,omega-3 polyunsaturated fatty acids,135875,42910,334710,83405,559390,131785,781275,164310,949450,192630,1179845,220800,1334860,240125,1461660,261100
d00512,filgrastim,12250,4055,14315,4415,14275,4190,12795,4040,13575,4230,14205,4500,14340,4755,16245,5475
d00513,sargramostim,1160,230,1165,270,1100,265,1525,320,1170,220,1230,295,1305,260,1110,300
d00514,ticlopidine,52305,9805,54815,9205,51160,8775,46890,8235,39430,7135,31255,5790,20170,3785,14160,2945
d00521,alteplase,265,170,,,,,0,0,0,0,0,0,0,0,0,0
d00528,aminocaproic acid,3830,1805,3950,1800,3565,1615,3265,1630,3505,1580,3815,1565,3790,1690,4485,1895
d00529,tranexamic acid,,,,,,,,,150,105,925,470,1795,715,2320,965
d00534,estrone,45,15,80,45,20,20,0,0,0,0,0,0,0,0,0,0
d00537,estradiol,860135,161600,970205,170905,981155,176010,979785,184885,1023195,196750,1084710,213625,1274715,253150,1402925,284295
d00541,conjugated estrogens,2258210,395625,2281715,367950,2050355,332100,1775310,295185,1577190,264695,1369755,239770,1064025,203835,988865,187910
d00542,esterified estrogens,40485,7445,37540,6130,29875,5105,25350,4595,19520,3865,16375,3260,15365,3250,18650,3885
d00543,estropipate,136285,24790,141605,23380,128230,21535,113795,20020,104885,19070,101490,19010,79760,16445,73470,15655
d00550,progesterone,66010,16660,74385,17815,73325,17460,75680,18180,79060,18395,78375,18635,87345,21605,115605,28355
d00554,hydroxyprogesterone,0,0,0,0,25,15,,,0,0,60,30,135,75,255,120
d00555,norethindrone,30125,7620,36370,8670,39995,9375,42950,10165,46625,11115,49860,11890,54265,12545,57390,13570
d00557,levonorgestrel,2060,1450,1405,965,1740,1155,1895,1385,2105,1515,1925,1315,1600,1120,1780,1200
d00558,testosterone,214355,59790,266360,70500,306200,81410,337205,91025,381865,105440,460060,126195,600060,165795,734730,208290
d00562,fluoxymesterone,2130,480,1855,425,1615,375,1490,380,1330,310,1090,295,1360,395,1445,340
d00563,finasteride,831640,153710,1119105,187990,1291865,218835,1449160,254190,1691900,303775,1903820,348915,2055000,381780,2347685,474050
d00566,oxandrolone,20350,4855,18850,4065,14900,3045,11945,2530,10070,2130,9020,1910,8365,1560,7640,1405
d00568,nandrolone,4865,860,2940,740,140,40,0,0,0,0,0,0,0,0,0,0
d00569,clomiphene,0,0,0,0,,,,,0,0,0,0,65,20,335,90
d00572,chorionic gonadotropin (hcg),,,270,135,210,100,540,155,810,195,665,135,740,215,830,200
d00574,nafarelin nasal,,,75,25,35,15,,,55,15,,,,,,
d00575,histrelin,0,0,15,15,,,15,15,15,15,15,15,30,30,,
d00577,somatropin,11265,1850,14035,2095,15500,2320,15725,2335,17505,2565,17910,2555,19810,2765,21825,3040
d00583,desmopressin,97100,14600,111300,15970,115240,16155,119685,17165,126995,18025,133655,19075,138290,19970,148715,22095
d00584,oxytocin,0,0,0,0,,,0,0,0,0,50,15,,,,
d00587,methylergonovine,1165,795,1135,750,1180,735,1160,715,1285,820,1365,795,1245,740,1250,690
d00589,dinoprostone topical,55,15,,,0,0,,,0,0,0,0,0,0,0,0
d00591,aminoglutethimide,405,80,,,0,0,0,0,0,0,0,0,0,0,0,0
d00593,glucagon,84260,38380,105385,45245,112700,49915,124555,55465,127795,57770,136455,60610,133590,62215,136500,66505
d00595,glucose,1425,1195,1695,1425,1610,1140,1100,745,1165,960,1420,1175,1025,835,810,675
d00598,calcitonin,912795,191310,877830,174585,749845,148120,631395,126650,542200,109675,464155,98405,413940,87595,366105,82000
d00599,etidronate,9625,3345,9430,2935,6855,2185,4430,1500,3045,990,2050,725,1370,465,1260,445
d00601,pamidronate,910,370,1035,350,725,275,910,250,940,315,790,260,775,245,660,165
d00604,corticotropin,235,90,270,120,85,45,190,140,375,225,925,545,2350,1055,4515,1595
d00607,cosyntropin,110,110,0,0,25,25,0,0,0,0,0,0,0,0,0,0
d00608,fludrocortisone,215340,40270,242765,43695,252485,45745,264995,48250,272330,50580,282405,53135,294505,55410,312475,60345
d00609,cortisone,10150,1845,11255,1855,11065,1760,10240,1720,9880,1570,9915,1625,7750,1560,3470,1060
d00620,triamcinolone,192295,69050,174705,62230,131255,48125,71100,25350,9900,7095,8620,6400,7525,5390,8685,5900
d00628,betamethasone,735,620,1400,1035,1590,1130,1250,990,1040,830,1110,890,665,530,605,480
d00640,methazolamide,44950,9590,48540,9845,46835,9785,45035,9340,45785,9815,44055,9600,37345,8530,38005,8975
d00643,methyclothiazide,17030,2940,17695,2610,14260,2155,11690,1805,9765,1585,8165,1470,7115,1260,7615,1385
d00649,ethacrynic acid,8060,2285,11785,2900,12615,2990,12745,3160,14065,3410,14870,3770,15530,3845,18810,4355
d00651,urea topical,138405,73525,173865,86795,119875,59690,87235,45680,42970,21675,30080,16590,27510,15890,30845,17140
d00652,glycerin,,,,,,,0,0,0,0,0,0,,,110,45
d00655,thyroid desiccated,425970,72890,518865,77700,309410,50685,238275,49860,85375,18910,117595,23035,86690,20655,118430,26980
d00658,liothyronine,78815,16275,102905,19510,113645,21420,134380,26980,164890,31965,175250,34510,199875,39295,235460,47730
d00659,liotrix,5475,1070,4295,970,5240,915,3400,770,165,80,,,,,110,20
d00666,amyl nitrite,15,15,90,30,45,30,25,15,40,30,0,0,0,0,0,0
d00683,lidocaine topical,1092705,409045,1442395,503745,1689695,567990,1747845,570170,1783815,576240,1856075,607040,1998045,653330,2201760,723150
d00689,amlodipine,10776460,1731820,12278370,1853105,13582190,2098820,14929105,2359965,16259335,2623525,17341090,2883970,18465155,3165690,20039650,3609775
d00693,isoxsuprine,2285,640,70,45,0,0,0,0,0,0,0,0,0,0,0,0
d00695,papaverine,29110,5845,30755,5715,22545,4255,11435,2610,960,560,65,35,60,50,40,40
d00699,epinephrine,64535,52765,75900,62295,83235,68890,90665,74990,102310,84520,117110,96530,134210,113800,159155,135885
d00700,ephedrine,,,0,0,,,,,0,0,0,0,0,0,30,15
d00704,phenylephrine,410,275,805,505,795,490,165,140,0,0,0,0,0,0,,
d00709,bisoprolol,228935,38850,283900,44400,293510,46930,318590,53395,334935,55890,343930,60310,365110,65070,410450,77450
d00717,guanfacine,108935,16980,118410,16940,113925,16620,108685,17300,114700,18745,123905,20890,137440,23365,139775,24630
d00726,doxazosin,1631100,275980,1828030,287360,1802700,286620,1758455,297710,1768185,303320,1704865,297485,1666520,300115,1733620,325135
d00728,ramipril,2368065,427595,2450515,387900,2273430,350435,2119685,332500,2055615,332885,2012360,334250,1953725,336105,2030405,373670
d00730,benazepril,1554735,256590,1780255,276930,1857895,292560,1917490,313320,2029835,337170,2003720,341290,2107390,365990,2154955,382785
d00732,lisinopril,13478285,2207815,16356865,2532755,17678860,2776580,18343915,2980190,18907220,3175475,19538285,3365785,19875725,3513175,21323415,3904900
d00733,phentolamine,465,340,445,255,635,350,610,280,665,240,415,235,290,145,220,115
d00734,phenoxybenzamine,1780,430,1780,425,1850,470,2025,435,1765,390,1635,400,1695,400,1575,370
d00735,metyrosine,410,50,525,70,345,80,390,80,240,85,145,35,115,35,45,15
d00739,mecamylamine,460,70,560,70,430,70,175,45,,,0,0,0,0,0,0
d00742,edetate disodium,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d00743,sodium polystyrene sulfonate,133625,56585,157090,64930,168740,70385,174310,74195,174390,75580,177105,75840,174735,75885,174685,78540
d00744,colestipol,54220,14860,65755,17360,79845,20070,90765,23085,107475,27090,122265,30240,131895,32370,153065,38190
d00746,simvastatin,8191180,1557335,12784980,2165875,17349350,2870360,20851330,3437700,23051890,3824810,23874570,4100615,21613925,3824320,20686850,3820885
d00749,albuterol,4948635,1480215,5402710,1557750,5555950,1640195,5656475,1719500,5968925,1855220,6234930,1980530,6693225,2137310,7254160,2438425
d00750,metaproterenol,14265,5070,13690,4385,10500,3470,2620,1110,1770,605,1665,570,1105,420,780,230
d00752,terbutaline,29495,5740,29035,5690,27925,5165,26115,4970,23000,4400,20495,3865,17670,3515,15555,3045
d00755,pirbuterol,23760,10690,24800,10330,22445,9190,20940,8515,13805,6105,16705,7110,7025,3105,8205,3640
d00758,aminophylline,3935,775,3555,715,3385,595,3025,560,3010,560,2905,535,965,340,25,20
d00759,dyphylline,1015,390,790,280,300,115,205,60,115,55,50,25,55,15,40,15
d00760,beclomethasone,125110,41415,155815,46610,161040,48380,199625,63995,253420,78990,265200,86475,316370,99565,380405,120405
d00761,flunisolide,46215,12325,40355,9815,22945,6300,15250,3615,8430,2885,125,110,0,0,0,0
d00762,acetylcysteine,44705,21985,34470,11980,34210,11585,32690,10560,39565,14085,26240,8700,19140,6300,6970,3370
d00765,cromolyn ophthalmic,24985,12465,31855,14715,36190,16220,35470,15155,34485,15000,33950,14185,36125,15215,40630,17485
d00769,pseudoephedrine,595,370,,,25,25,,,0,0,0,0,0,0,115,75
d00771,naphazoline ophthalmic,46090,20495,48045,20200,53700,21520,55445,21580,53345,20830,47040,18145,30830,12775,40780,14960
d00772,oxymetazoline nasal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d00773,tetrahydrozoline ophthalmic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d00775,alpha 1-proteinase inhibitor,1760,155,3115,275,4400,435,6635,555,7635,755,9455,875,11945,965,8210,595
d00780,clemastine,25505,6855,23355,5800,20530,4840,18755,4660,17290,4180,16325,4290,16020,4045,9365,2975
d00782,pyrilamine,0,0,,,,,,,0,0,0,0,0,0,0,0
d00784,dexchlorpheniramine,9060,3055,5370,2270,2660,1015,1625,630,695,325,425,185,170,40,,
d00785,brompheniramine,14985,7160,13635,6460,3625,2270,2275,1665,2625,1730,1010,865,0,0,0,0
d00786,triprolidine,505,295,230,165,0,0,,,,,,,0,0,0,0
d00787,promethazine,1655380,746655,1891700,833585,1966215,852535,1982395,841475,2019955,846750,2030035,839755,1739385,713285,1520805,633930
d00790,cyproheptadine,233215,71740,243855,71620,233235,68400,221405,64515,215050,62805,222020,65800,129440,41950,117520,37390
d00796,benzonatate,22840,16180,11215,7755,21490,14255,14005,9545,13705,9465,18525,13455,36825,26345,96850,70785
