HRR #,HRR City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
300,Elmira,NY,330134,3.39876,3.789,15.51707,185.7054934055,59.068033724,125.6745294273,0.964980807,12.1064041077,3.7632882005,1.3968221541,0.40055,1.9947470575,6.1757541427,0.8866413161,23.8511119372,11.3613425699,3.1010937194,2.6030105784,0.6159653526,24.7529152118,1.1362204961,1.6041786508,1.7646438999,2.6923786153,13.8839921552,4.7508870391,7.8475928364,3.1480076887,3.98474,10.1149909206,2.2370006891,15.9453769189,1.8459660242,9.79752,1.4916676757,1.4731109799,0.8406342443,3.6672455551,0.4755476665
301,East Long Island,NY,4310790,3.10014,3.36085,14.23459,273.6566021763,96.3546932984,176.6439704172,2.2805611361,15.1365026308,9.0810356813,2.0300281182,1.08505,4.5475406227,4.9790785247,1.7655556079,19.4669666086,12.3973629477,5.3765273501,4.1120834117,1.675739211,46.9946158675,1.394375505,2.366747907,1.312789169,5.1545373146,19.2780595868,9.1722089459,8.2144348309,3.2647470155,6.46472,31.0722489585,2.8629094777,26.1930682208,3.5051271857,12.34853,1.1785702276,3.5831588331,1.3741803036,4.5191545926,0.8251160244
303,New York,NY,4613362,3.94394,4.46564,20.80637,260.5065583706,84.638517883,175.0112885368,1.7557324822,10.4212337843,9.856275837,1.7323318179,1.38321,5.3054234656,3.2303418704,2.2102397454,12.6529743748,10.9246176161,5.4826123776,4.8999082861,2.4659601948,48.0359609527,1.1435187936,3.0199253928,1.4189646191,6.2081107018,13.4898329815,8.603951677,5.6440395178,2.5139682965,6.33549,24.6367681313,2.8753220806,35.7985644174,3.6113197598,10.58571,1.611390806,3.7301428757,1.7626533261,4.0180164796,0.563447092
304,Rochester,NY,1265140,2.78564,3.4098,15.25971,195.5627819114,72.5610336418,122.091505985,1.3211627296,11.5683518136,5.8493617121,1.0039568127,0.99471,2.312767721,3.3379346558,0.5904508725,16.7530186334,8.9193810139,3.0292674713,2.996710664,1.1691321236,39.5698459829,0.6427148242,1.4932345166,1.1315479557,3.3018337046,14.0751398547,6.6616259895,7.1787975685,2.1591317219,4.36778,16.2922123841,1.4896203547,14.0974059804,1.9889836026,9.63637,1.2831636061,0.9541504004,0.5962997441,2.8613195275,0.716061006
307,Syracuse,NY,1064721,2.89362,3.28886,14.00304,173.1702879612,57.7336057986,114.5179926925,1.1278323856,11.544860257,5.6808744588,1.6200352392,1.12673,1.1632011401,5.043820232,1.1387860325,24.8781729647,9.136133517,2.4672571843,1.9572512725,0.6094061953,20.5304335232,0.7295591608,1.0857981165,1.2519960689,2.4382177523,11.9148834588,5.1538980869,8.0705424277,3.1845368231,4.50022,12.2902381882,1.2208614693,11.7212522004,1.322052861,10.08845,1.4000245032,0.9881373065,0.7809773444,3.3736760654,0.635474078
308,White Plains,NY,1062330,3.21925,3.42113,13.71796,333.4551437321,105.0632163963,226.9828567973,2.6943749186,19.1801198017,10.6676541688,2.0954979645,1.25371,6.2838241369,6.4517602794,2.5001481346,16.6968350822,15.4110434591,6.6341506852,4.6278950505,2.7653244102,54.8218980531,1.0864502627,2.3997039365,1.7745158276,5.4100821207,22.7444622542,12.1047911506,9.7485429538,4.8242287144,6.81103,34.1459049539,3.7040044276,50.2378974497,3.8352420135,14.84568,1.6055786347,4.6353824838,1.9929114095,5.3592430793,0.9997589912
309,Asheville,NC,546031,2.56925,3.46213,13.51272,181.8412737523,67.5725358671,113.4656647404,2.0492521034,8.362978297,3.5134720145,0.9493604404,0.40696,2.4231952981,9.0860985764,0.6706228884,38.4000699341,9.6598427355,2.8017359884,1.7648664683,0.9901191266,17.8961494132,1.0159399059,0.6974164516,1.1280328615,2.0956071769,10.3747377655,4.7879723584,9.5537856654,2.5491513022,3.33512,11.8025138733,1.2424465989,10.3491241391,1.8129047762,9.96701,0.957871697,1.4403590657,1.1010126695,3.6390792212,0.3266036966
311,Charlotte,NC,1794228,2.51451,3.27644,12.01277,157.9612595035,53.204284923,103.8926171358,0.6780083842,7.0157592733,4.2458686855,1.1288402844,0.46204,2.5200323406,8.2288725656,0.4951721075,23.6014786981,8.235908755,2.4425226452,1.4956928057,0.5010419436,18.2977115261,0.8426111617,1.0530918398,1.1473579452,2.5389892965,12.1211027867,4.9043086281,6.8878355815,3.0326649841,3.11042,11.3237616717,1.7331628287,7.7221299185,1.6703416318,7.24295,0.8301162049,0.8847460827,0.911739878,3.5306104756,0.3364901251
312,Durham,NC,1151381,2.7591,3.63001,14.48347,166.9548048772,53.5636661034,112.2276041764,0.4164474098,8.160041414,4.5995750779,0.827951384,0.36203,2.82897174,5.7266428289,0.7234088553,22.0964652092,6.9177263308,2.6571407451,2.4069023062,0.7420907918,19.1703119679,0.4749802306,1.2893108616,1.0735617748,3.3744365558,9.6655312195,5.0931167096,6.2246069926,3.1935494878,5.17534,12.49081426,1.3405275423,16.8700121936,2.0901978344,10.53129,0.78189817,0.5331197853,1.1466796162,3.5513201814,0.4389801033
313,Greensboro,NC,525241,2.45037,3.37614,11.29354,160.5508246859,55.1896664254,104.4299553328,0.8311568906,6.9638539909,4.9399058303,1.7365920469,0.24588,3.4635669421,3.7154647396,1.1223756016,26.1799279743,7.0946178514,4.1285383946,1.3294189569,0.6708253361,17.0135146931,1.0929777252,1.5868748243,1.9057895299,2.4992602248,11.7972329915,5.4964159104,6.7515459927,2.7406700903,3.78762,12.2564590671,1.7148423729,7.759882052,1.66662958,8.4837,0.700518407,0.9544582943,1.0448914181,3.9299667816,0.4435473889
314,Greenville,NC,732499,3.08415,3.8053,14.19894,155.696577982,51.9540279909,102.9001356828,0.7111422777,6.3107538803,5.2004019635,1.0176947119,0.16538,2.1294678025,7.0890672326,0.9693424535,24.5561439542,8.6805740746,2.7709321609,0.9621273921,0.3482044244,16.804569669,0.5739155663,1.3954007216,0.8526590971,2.5132331574,12.673112423,4.8048802461,6.2881793808,3.0143142352,3.68549,10.5133370337,1.4519241724,8.0876749951,2.0290873267,6.89924,0.913464758,0.6330494265,1.0914547426,3.3246998246,0.7564858871
315,Hickory,NC,265426,2.80484,3.56073,11.16694,137.0729171099,47.6974898964,88.6416930053,0.4440941442,6.5962903867,2.7829114416,1.0294737476,0.12899,2.0643540168,7.719917932,0.394996741,30.2284696548,9.2836024988,1.4043087367,0.6762609341,0.1018510273,10.0402024823,0.1403723705,1.1014800505,2.1527895668,1.7262209661,12.3661887753,3.4881989458,6.1433217521,2.183305941,3.08837,7.371039,0.7497626477,4.3135707715,1.0603984338,7.75625,1.3784979018,1.086692348,0.4643470307,2.8126935866,0.4003336238
318,Raleigh,NC,1507574,2.60843,3.04861,12.32301,157.536593948,53.9428998283,102.7000917138,0.4672299268,5.7157196811,4.8336172108,1.1307461385,0.17577,2.2193866751,6.6879316501,0.595689749,23.5270639193,8.0924203004,2.716048768,2.0528589117,0.2932702225,18.8718248318,0.5218852366,1.7269015442,1.3035390036,2.6517004439,10.7868001655,4.7730127438,5.8107382221,3.2539498319,3.02216,11.4579740177,1.1481528089,11.163010871,1.6137251093,7.1663,0.8174488397,0.7315735565,1.0028080402,3.5665400437,0.3737736333
319,Wilmington,NC,339434,2.90433,3.87404,14.37261,164.7472372456,53.9920959767,109.892589171,0.9630757405,6.8711368427,5.4037794741,0.9598258071,0.09041,2.3415990324,7.9606773538,0.6654944237,21.4906256189,10.1579944896,3.1747065426,1.7197734938,0.6686766068,23.0955208921,1.6921960245,1.3162337707,1.5709560522,3.0990522572,12.7738775202,4.3656795631,6.7010418512,2.9018006956,3.21051,9.2062322345,1.9645098401,8.3220124505,1.7240621206,7.93218,0.9540991752,0.4677348269,0.7134201955,3.009242944,0.6355334732
320,Winston-Salem,NC,963941,2.82193,3.49832,13.41222,147.2686803877,49.099184971,97.2612908545,0.8159372861,8.0096024233,4.4369053112,1.4342623915,0.38733,2.0772092791,5.3411968865,0.4147608326,21.8174392435,7.7780405312,3.1912872718,2.1493460795,0.668332154,17.230847444,0.3852938738,1.4564331728,1.0962754458,2.8779426861,10.806808943,3.8424138003,5.1239807355,2.9336856799,4.27213,10.1656924989,1.3753442169,7.6317792174,1.4788836511,8.32498,0.8580524185,0.2736829278,0.7692980018,3.0444450737,0.3637427907
321,Bismarck,ND,202507,4.77055,4.29045,19.26094,154.5207852059,54.4100843082,98.93002485,1.0410914418,9.8559071041,4.0278445346,1.4936942268,0.49059,2.0258048165,7.4954736365,0.5298815127,34.7345657513,9.5594153663,1.0783683349,1.0536244498,0.9298465644,14.584568812,0.0704239108,0.9435721202,2.0788121027,3.9230551253,7.3939907931,4.5142593907,5.2495296165,2.3440887427,4.61121,5.556591139,1.5165606584,6.5023777678,1.8523464789,6.63207,0.5589134154,2.0784887,0.9416191221,2.99230589,0.050622937
322,Fargo/Moorhead MN,ND,487416,2.90277,3.28811,12.6548,138.6946111861,60.4035502687,76.4937891108,0.5865076138,4.5575950353,1.3873537007,0.9214789359,0.63268,1.2421601617,3.3236845343,0.5006936552,40.2604263023,8.71059632,0.9996565696,1.1577079515,0.6312352664,15.4395451441,0.6528914462,0.8747774864,1.2502264381,2.4211649495,6.3946711808,4.8273989003,4.9242638418,2.3095509164,1.95419,5.0068454206,0.8517423262,10.0407095058,0.5772548675,5.35644,0.670245555,1.0215492034,0.4971281667,1.8066733939,0.0562682658
323,Grand Forks,ND,178305,4.02884,4.53781,17.37991,147.1803305876,65.8184121052,78.9605987012,1.6771287053,5.2404860466,1.5483400085,1.3982552524,0.61472,1.3090864835,3.3279771068,0.6486963318,48.0813996465,8.0618329735,1.400854243,1.8362739291,0.1423555805,12.8665562902,0.1008619158,0.6979491375,1.4892639913,2.124187496,8.280638837,4.6093953027,4.5243841966,2.1143930211,2.07743,5.5840365507,1.4010008771,8.0563989359,0.7243357582,5.41047,1.1932676627,0.3763789336,0.6553789254,2.0766691358,0.0723165967
324,Minot,ND,126329,5.11649,4.35347,18.24022,170.8492864526,69.1010413679,100.7477224963,0.1935237251,8.4437191938,3.3059683495,2.1921018783,0.12459,1.8133739228,3.3079125302,0.15174784,45.1516966587,10.4137961216,1.7601641106,0.992645057,0.8405044004,17.8165739295,0.7747957591,0.8824802574,2.7426915229,2.1348536633,10.0987732353,4.3260170892,8.5031066774,4.097488989,5.06216,6.7639765902,0.4340191063,7.7041772447,0.9890881523,11.58757,1.5163918222,2.6585485099,0.1735778461,3.0950408835,0.6784904695
325,Akron,OH,684104,2.78706,3.51937,15.96911,182.0142724112,65.2708874416,115.8200871869,1.3019478054,8.4359389161,4.3168718833,2.0640335002,1.28719,1.9940555481,13.3828253159,1.1630707542,31.7426126589,8.3175876793,2.4381674469,1.7703782026,1.2941596588,20.5439976945,0.8137889621,1.4377872445,0.6869476219,2.687194509,11.0218950986,4.6375596309,8.2951642777,1.7664319307,4.59978,13.0587706158,2.2466915285,8.5952564908,1.6776141614,8.0564,0.8853064329,0.8168063949,1.0280881383,3.1947594963,0.5874685099
326,Canton,OH,630650,2.96938,2.92458,12.05034,148.5980330867,54.2477906178,93.4530899088,0.5646839772,7.8035252301,4.7120895821,1.6836130107,0.2705,1.3973300044,6.3894837556,0.6748990022,28.506197419,7.0502769996,2.2864506516,1.5808796973,0.3885940985,17.8063063985,0.6987156482,0.6865900544,1.1278386637,1.1732522911,11.0844450077,5.5061796319,6.475299282,2.5759980461,3.90793,7.9704426982,1.0333329248,5.9904943106,1.6326276776,8.43438,0.6547252795,0.7421337481,0.5162659775,2.5822904556,0.2556050372
327,Cincinnati,OH,1589519,2.78313,3.06412,14.12235,192.8489447117,64.7568188444,127.1329240166,1.7181894539,9.7602921243,5.6721041064,1.9248105613,0.55462,3.0333143266,7.9071529465,0.7593410269,23.6264825612,7.9670093586,3.1283003354,1.8923306175,0.5817747827,25.6648924736,0.7863156321,1.3438857686,1.956431385,2.4212205808,13.2907362794,5.0454411376,7.5112532266,3.282015589,4.94503,15.3800793132,2.050421384,13.9865635704,1.6205248035,8.53523,1.1604531211,2.2785239811,1.1859316894,3.3110008318,0.7422680977
328,Cleveland,OH,2128355,3.27701,3.8877,16.4236,210.1737156539,71.0301225356,138.1478989893,0.9697008914,13.9098669831,7.6107118494,1.9561114524,1.19417,3.8012375665,8.1607978036,1.40334592,22.5197711636,9.9650486197,4.2359680012,2.1311345927,1.1856103681,31.7479550533,1.0372432984,1.1933906882,1.6202822585,3.9144637232,12.9217589688,6.1719501615,7.5250710612,3.0346757588,6.80512,16.6937636871,1.6057927028,13.2336800572,2.6236509525,12.09685,1.0320010776,1.5113921164,1.5618371061,2.6641422755,0.9663315902
329,Columbus,OH,2710309,2.87295,3.47436,13.26343,158.2210108836,57.9030919551,99.3029033497,0.8675095197,8.6103838565,4.8862157751,1.2954549132,0.33898,1.6373113988,7.1480412666,0.5151954363,32.4608236926,8.4653138224,1.8216646849,1.9298757264,0.661484203,16.249543669,0.4390507201,1.0616218851,1.0816263143,2.132051478,9.4482965864,4.5967829049,6.2389461105,1.7717393333,4.1048,9.1110374704,1.3464383165,8.0978060842,1.4568244164,6.95559,0.8645876524,1.6630541945,0.4900197766,2.5318142922,0.6429485854
330,Dayton,OH,1107868,2.95713,4.15186,15.32593,147.683958972,55.2785715521,91.3880821128,0.6889330315,7.2624537243,4.414879427,1.2479121578,0.40801,1.6314272038,6.8426899216,0.4477192162,34.1305020861,7.8331984718,1.6227074302,1.6166488078,0.5945121636,14.3231149823,0.8381873777,1.3012509048,1.5916693901,2.3915206266,9.3334887671,3.6396968978,5.2081612275,2.2900202576,3.77983,6.9449852827,1.2763769729,5.7622258551,1.3235962056,5.97817,0.8042335806,1.1711827561,0.2987576968,2.823208923,0.3385927307
331,Elyria,OH,243919,2.99805,3.60386,14.26126,162.0702301211,56.5594698612,104.6524745872,0.1952554142,11.7231593031,7.4203089343,1.0718460838,0.23989,1.5348225291,7.371083562,0.8779704199,29.9071642619,7.462248194,2.9744039591,1.4109768986,0.489222393,17.3150723122,0.1094011404,0.5070250437,1.4182406613,3.4572232279,10.1663210615,3.7410322839,6.7929574104,1.6453115202,4.54136,9.3560059361,1.8513203564,6.8078293591,1.1803908987,8.71032,0.9387579367,1.3393507899,2.2282539354,2.470684551,0.6127947968
332,Kettering,OH,392795,2.41947,3.16729,12.5983,210.4652243945,76.7169744117,132.9818541548,0.9907704366,12.5715895654,6.0936586908,2.2048694473,0.46132,3.4359741857,12.7211033045,0.3504191172,40.8155585753,9.1086846046,3.8898338526,2.7799677826,0.5643108484,21.6087258936,0.9819031502,1.5677249987,1.5128726774,1.7381760994,12.0052181826,5.5633354243,8.0713074171,3.0497084043,6.33047,14.3673261557,2.5541054469,11.5317679892,1.7078896454,11.46557,1.5233598035,1.6990254922,0.3412803693,3.5584434729,0.4927277259
334,Toledo,OH,990622,3.03417,4.84618,18.22784,179.6280726852,63.5571592095,115.1141116506,1.0592665325,11.6432156028,5.6923746646,1.5825545643,0.53867,1.4978799634,8.7566323893,1.0084476291,34.5270352039,8.6700867089,1.9166052875,1.6176225897,0.7279711235,17.3715624457,1.4509587653,1.2556139372,1.3615736556,2.3842640786,12.1088432516,5.6118829041,5.8608268896,2.2314831838,5.08313,11.6465728297,2.1167378991,7.9347520622,1.8636011219,8.2064,1.2331696198,1.9887570045,0.8303673736,3.5656082724,1.2640626236
335,Youngstown,OH,685030,2.99922,4.18433,15.60106,175.572795686,66.1413891759,108.5703774043,0.8974314959,9.6894206767,4.5364385781,1.6771352728,0.46892,2.0404439928,7.8231413822,0.2879660502,31.3923674834,10.4775576056,2.0166175121,1.7523077123,0.6959508257,23.3172395798,0.7209827472,1.329628232,1.3404434879,2.2787404993,11.3870841665,4.4218434548,6.2284046535,3.2379691745,4.31944,11.3472114847,1.5368600051,7.4045510747,2.2394128335,9.96843,0.8045952465,2.1407150408,0.5905160204,2.6331774218,0.7077525496
336,Lawton,OK,190085,3.39227,2.27078,15.61249,154.1458753386,62.6493935855,90.0085275421,0.1725546707,6.0672443478,2.2072474177,1.6894494234,0.10015,1.3042086855,7.2826240237,0.1470556668,46.4669478997,9.2564327378,1.3981851799,0.2798014443,0.5392449744,10.6746960886,0.1138125547,1.1068062885,1.6601499995,2.6922478496,10.6485903788,4.0259631208,6.2659775821,3.3076776719,3.15286,5.8614956275,0.9956269104,6.7725261195,0.7898570546,7.69714,1.1446149695,1.1263810408,0.2124614987,3.3337148599,0.1754000576
339,Oklahoma City,OK,1658264,3.29997,3.15604,14.29919,160.9039869781,57.9690534605,101.8296532022,0.7604571681,9.8718443218,4.5741445561,1.0796532632,0.48448,1.8567508046,5.5292843475,0.7163093956,35.7911363281,7.3981076554,2.766659647,1.4792968716,0.3764327165,14.098626867,0.627631375,1.1441704352,1.2521968402,2.4339100534,8.7943329424,5.0813873606,6.39245473,2.2418591855,4.55276,8.1796062412,1.8089755817,8.8999282271,1.5584907393,7.46323,1.0810056103,0.5919847034,1.1667217968,3.6613986515,0.2806659217
340,Tulsa,OK,1221114,3.10156,2.95038,13.87224,161.8894583595,62.8406389287,98.0019363666,0.9252483768,9.0946660104,5.0230525627,1.5391619979,0.34421,2.1123323411,5.0370621853,0.3555384774,35.9170378666,8.0799212838,2.5544941675,2.0550987137,0.4141163265,18.2730253732,0.9989988736,1.1253488888,1.8618788848,2.4054863073,9.79367279,4.176508617,6.2709146919,2.3798891817,3.31072,8.7110386635,1.5270807154,6.4831226159,1.3165021791,8.29199,0.9669896424,0.929373631,0.8101981288,2.6864709167,0.0961886106
341,Bend,OR,158393,2.29715,2.89421,9.79332,171.056910277,60.1558261062,109.9796380397,2.0617649502,10.1463952211,2.9022066953,0.8261189544,0.03593,1.6521586362,9.7833380814,0.141749881,39.8056930529,9.265413138,2.1677602491,0.8429282065,0.0990547569,16.1397876963,0.0983149302,1.3210995675,2.8516873176,2.9157241226,11.0525884122,5.9984054727,7.3191721642,3.0815171938,2.53648,4.5319084595,1.6552000762,7.2977064564,2.0311482822,8.97538,1.328145729,2.096882425,1.9635630093,3.5481045688,0.1208904029
342,Eugene,OR,662909,1.87532,2.90928,10.04171,179.1220617408,70.0994972012,107.8872021134,1.2895744127,10.3206959657,2.7636313819,0.9922577907,0.02689,2.8814930504,7.2425885434,0.8043070371,38.4920150379,7.5415552164,1.9516388995,1.2963485285,0.3690205766,21.5896569798,0.7222043852,0.3900399731,1.9544709572,3.2951612094,10.6732896752,5.1532732997,8.3384792941,2.8408106321,3.05615,9.9161445218,1.2936417887,9.6445163436,1.5381424027,6.60849,1.2087962948,1.0408255017,0.9265989564,3.0578817859,0.5167350273
343,Medford,OR,390923,2.09495,2.84073,10.89459,166.6813595063,62.5233599339,103.02172632,0.4106920483,9.2119946531,3.0365479952,1.0222703547,0.05087,1.9692369908,9.0001910772,0.758218225,37.3947153268,7.1227608469,1.3695296006,1.0296852076,0.7161768552,16.9164044003,0.8853150981,0.5270619799,1.5528371434,2.4798212399,10.30472943,5.4536416185,10.2400020046,2.9522974517,3.11858,8.4625032446,1.6218113752,6.6804393006,1.6673831529,6.07892,0.9520613533,0.9248209402,0.9608747935,2.9548640737,0.7163208294
344,Portland,OR,2245921,1.89993,2.97493,10.1933,190.3934806699,68.0090253475,121.3907441137,0.7341135232,11.7691815709,4.5464437484,1.1126121063,0.14832,3.1084040577,8.8165474668,1.3235155108,28.2352621064,7.7428673664,2.7743747413,1.9428003397,0.5668899906,28.2746118712,0.6945335536,0.8854214196,1.8331222404,3.3820943001,11.8517968414,5.5449494687,7.4873498966,2.9953950861,3.91336,11.4943907715,1.6839773317,12.2134437495,1.7394063206,8.17866,0.8367520222,1.0970024531,0.9483341715,3.1228719781,0.9307503371
345,Salem,OR,270313,1.66287,2.37281,8.59209,169.3349069619,57.4453163219,110.9633551897,1.1501172987,11.5653698402,2.2209929024,1.4409676615,0.03385,3.392363964,6.5527040943,0.1975012299,33.6793577326,8.3547832028,2.3136417831,2.2006662199,1.0571536156,16.839771078,0.1151477975,0.7793530979,2.0426325832,1.8318686755,9.720741788,5.1150987526,7.5203862381,2.9065277366,2.98207,6.9935665066,1.6701562772,12.3938475276,0.9244743147,8.06372,1.7376265522,1.843997279,0.4860294125,2.6073055885,0.7853932417
346,Allentown,PA,1057227,2.73497,3.34782,13.15502,180.7141742654,64.0010152824,115.7789910716,1.4182580257,9.769066396,6.8577848584,1.5037270472,0.45433,2.3686393256,5.9965846445,0.7843256857,33.0348428715,9.113274205,2.9180044334,1.9156094363,1.0196316759,20.8587764467,1.0811137396,1.5602489626,1.5052833303,2.6665635179,11.3417720283,5.9350391597,7.1435512767,2.4050788924,3.73132,10.0533852215,1.5836303197,8.8925121136,1.8219704349,8.65551,1.0167332473,1.7842582215,1.0168758548,3.178767474,1.1737752822
347,Altoona,PA,299897,2.86134,3.44436,13.07327,148.3843991319,53.2453699961,94.3000506472,0.5035180658,8.1493277793,3.8830311242,0.5906329467,0.22625,1.622660679,8.1219360022,0.688632542,31.6786129725,7.7903411808,2.0437700985,1.4306956379,0.10866787,13.6390799732,0.5267572569,1.8319794363,0.9756410707,2.2469419013,11.6652251649,3.8663560391,6.7343513425,1.8830371155,4.39111,8.1368983796,0.7698440405,5.337871024,1.4000309619,8.3301,1.223079895,1.4666429165,0.714074946,2.618497671,0.2410203396
350,Danville,PA,550736,2.8311,3.23369,13.67436,170.3274789418,60.9357663556,108.5939376071,1.2934708212,7.7754884811,5.5755950834,1.3636224584,0.90052,3.2992256945,9.2363741733,0.9343347027,35.1874323744,8.1333176446,2.8908707265,2.3496099889,0.8087945864,17.1601597314,0.3956905384,1.2647294039,1.1879168147,2.8835615373,7.9513798396,4.6306469982,6.1657761183,2.7223777636,4.77947,8.2988444525,1.2128869955,6.5741534384,1.9618742753,11.16195,1.635968132,1.2476243765,1.51657689,3.4986409968,0.6902683083
351,Erie,PA,733910,3.50471,3.7857,14.62129,159.7724100539,54.1776017012,104.6910893874,1.0981974608,8.228064041,4.2489961121,1.4331341336,0.38592,1.7223055004,7.836664481,0.866001869,32.1476257892,10.1334624822,1.9784132335,1.4567962264,0.5559288326,14.497848685,0.5049276541,1.1815212968,1.6704957617,2.4283173316,9.5594159889,4.2467285751,7.8749688457,2.5139889125,3.02971,7.6786382991,0.9917260497,8.9688326315,1.6564435077,8.96968,0.800748579,1.4098693544,0.9208293257,3.3001137113,0.5587887602
352,Harrisburg,PA,925611,2.46549,2.79541,12.02842,172.5007719831,65.5808470294,106.1071199203,0.4034666522,10.0605016393,4.6839469007,1.8009557779,0.47007,2.117748619,6.0375872562,0.872457657,38.531037231,8.137023539,2.1267332401,2.0356412762,0.443680104,17.0116545611,0.8920968104,1.2149734412,1.4298592617,1.9817366516,11.0444671576,4.663838877,6.9938050688,2.1033839336,4.41732,10.0785802002,1.9768751181,8.5338313393,2.0420916072,9.23071,0.7917480097,1.4470122457,0.9751838622,3.0166525739,0.5108013331
354,Johnstown,PA,236716,3.7454,4.54044,18.02907,178.2495180102,66.0524615746,111.3402184333,0.1792071855,10.3577368094,4.5289727274,1.9859615397,0.75458,1.8099360574,11.5452737175,0.1585490036,37.6570152813,11.5242957778,2.4270533881,0.9657793993,0.4377110621,20.4724580623,0.1242332417,0.8706868362,2.1165380677,3.1369211217,11.5689949241,4.3747671431,6.4289540691,2.7409923568,5.15338,7.4357179072,1.3186941753,7.6894465145,1.5924495916,9.7478,0.5111470969,1.2069421692,0.4611826882,3.382614512,0.4191539041
355,Lancaster,PA,576884,2.14724,2.46417,10.51784,157.7585429042,59.2722338806,97.4956953859,0.676346691,8.8617682637,5.3219715074,0.972594928,0.08282,1.8963640683,6.0372428414,0.3496867639,43.3471115276,6.0138579861,2.8279230146,1.4849478965,0.7823094263,10.5840388899,0.6868956404,0.8665556701,1.3458765591,1.8414672161,8.7402392287,5.688500901,6.5489034635,1.6101701858,3.15259,5.6691138969,1.212065557,8.2801251314,2.4870581469,8.97407,0.8323687955,1.7864074658,0.6537747621,2.9312077107,0.4619572064
356,Philadelphia,PA,3873168,3.2107,4.21736,16.19223,263.490722357,89.3904794704,173.1173977617,1.8843817809,12.0210678944,11.1207670482,1.8649691692,0.78875,3.9929107745,7.9228719772,1.7324767932,36.6941346666,10.3622374453,4.5984247392,3.8054968678,1.9128071638,33.8427863744,1.7012147944,2.7357764077,1.6795500624,5.8014449467,15.6154556411,7.3758000279,8.2020107961,3.1694072515,7.68771,18.9439588705,2.5112307498,27.1401447532,3.9001407487,14.08295,2.3357045948,4.4058134426,1.8127453051,3.878890048,0.7269779166
357,Pittsburgh,PA,2998859,3.50988,4.10844,16.22499,191.9434254307,64.4934848078,126.3736989175,1.3664556616,10.668912777,6.935502052,2.0801699025,2.03829,2.1421989923,9.2900983078,1.0280042866,28.3895419531,9.9346298307,3.315943608,2.6955887876,0.6606483889,23.2113302035,0.7514961909,1.6212932165,1.7985908395,3.253792461,11.5115048708,4.9142043618,6.6005056284,2.8654272241,6.27722,13.0494690794,1.5860038649,12.4912760632,1.8394902618,12.27754,1.3315971345,2.4614836183,1.1140188547,2.9619281643,0.3454947925
358,Reading,PA,532259,2.62025,2.72888,11.77877,165.9749598216,62.3702555194,102.8039941384,1.2328796369,9.8507785862,4.3522158497,2.1359248871,0.48243,1.3927606165,4.5758092624,0.6301681264,37.0496267301,7.5924447809,2.703389921,1.3475861353,0.6199874326,16.3373996443,0.1655009173,0.3946653113,1.0675892318,2.1437761574,11.914775529,5.2953427746,6.6390574875,2.3414931151,4.84125,9.2008614286,1.6356934294,7.9233365755,2.1234619938,8.3603,1.0504949717,2.5445187743,1.3927827392,2.721951208,0.7303496851
359,Sayre,PA,194643,3.22672,3.39868,12.30346,158.2861115382,58.1077945629,99.1359611651,1.301729225,8.1619950425,5.0635069389,1.2185181948,0.16041,1.5192119145,7.4407265559,0.8282572381,30.3507711363,8.8187268926,3.9786348551,2.295075867,1.1888093966,21.3600832034,0.1994650564,0.9190854491,1.2060950168,1.9650963382,8.9653065896,4.3177711399,6.478093235,2.0872807874,2.77438,6.253218036,1.1257765385,6.5661813904,1.0994692235,6.87282,0.972648454,0.3318842203,1.1546969133,3.0578735331,0.8631927644
